freq_hz,h1_abs_db,h1_phase_rad,fir_abs_db,fir_phase_rad,total_abs_db,total_phase_rad,target_phase_rad,phase_error_rad,total_group_delay_ns
3520000000.000000,3.343393590000e-01,-2.334417832675e+00,-3.355364442569e-01,-1.790231815939e-01,-1.197085256887e-03,-2.513441014269e+00,-2.513274122872e+00,-1.668913972006e-04,1.121230995201e+01
3521000000.000000,3.529102790000e-01,-2.345138398416e+00,-3.318143137689e-01,-2.361575408836e-01,2.109596523110e-02,-2.581295939300e+00,-2.580032966761e+00,-1.262972539116e-03,1.066918804584e+01
3522000000.000000,3.239275430000e-01,-2.354211854032e+00,-3.281904506964e-01,-2.933021313753e-01,-4.262907696351e-03,-2.647513985407e+00,-2.646791810649e+00,-7.221747580104e-04,1.099395126926e+01
3523000000.000000,3.205464110000e-01,-2.368991846401e+00,-3.246621050408e-01,-3.504581590644e-01,-4.115694040802e-03,-2.719450005465e+00,-2.713550654538e+00,-5.899350927245e-03,1.069802593414e+01
3524000000.000000,3.210700520000e-01,-2.374322466704e+00,-3.212238490825e-01,-4.076268774337e-01,-1.537970825019e-04,-2.781949344138e+00,-2.780309498427e+00,-1.639845710796e-03,9.958230745246e+00
3525000000.000000,3.164875000000e-01,-2.379779261479e+00,-3.178680990225e-01,-4.648095621944e-01,-1.380599022517e-03,-2.844588823673e+00,-2.847068342316e+00,2.479518642220e-03,1.062298915196e+01
3526000000.000000,3.211735800000e-01,-2.393434275142e+00,-3.145855879851e-01,-5.220074877115e-01,6.587992014944e-03,-2.915441762854e+00,-2.913827186205e+00,-1.614576649057e-03,1.091491745672e+01
3527000000.000000,3.029541520000e-01,-2.402527816442e+00,-3.113657922579e-01,-5.792219052177e-01,-8.411640257910e-03,-2.981749721660e+00,-2.980586030093e+00,-1.163691566524e-03,1.001016865359e+01
3528000000.000000,2.998203890000e-01,-2.404779229167e+00,-3.081973128091e-01,-6.364540228998e-01,-8.376923809070e-03,-3.041233252067e+00,-3.047344873982e+00,6.111621915196e-03,1.054484941823e+01
3529000000.000000,3.076300770000e-01,-2.420555219600e+00,-3.050682141965e-01,-6.937049879218e-01,2.561862803491e-03,-3.114260207522e+00,-3.114103717871e+00,-1.564896510216e-04,1.103705564911e+01
3530000000.000000,3.075211840000e-01,-2.428953113412e+00,-3.019663230831e-01,-7.509758704329e-01,5.554860916911e-03,-3.179928983845e+00,-3.180862561760e+00,9.335779147079e-04,1.006968204158e+01
3531000000.000000,3.142530720000e-01,-2.432531914437e+00,-2.988794886154e-01,-8.082676495881e-01,1.537358338462e-02,-3.240799564025e+00,-3.247621405648e+00,6.821841623281e-03,1.053037650634e+01
3532000000.000000,2.958377690000e-01,-2.446676396139e+00,-2.957958069619e-01,-8.655812015933e-01,4.196203813955e-05,-3.312257597732e+00,-3.314380249537e+00,2.122651804825e-03,1.076081790961e+01
3533000000.000000,2.942248390000e-01,-2.453106700223e+00,-2.927038123330e-01,-9.229172897678e-01,1.521026667009e-03,-3.376023989991e+00,-3.381139093426e+00,5.115103435158e-03,1.059037891228e+01
3534000000.000000,2.938778580000e-01,-2.465063667490e+00,-2.895926367879e-01,-9.802765566005e-01,4.285221212126e-03,-3.445340224091e+00,-3.447897937315e+00,2.557713224220e-03,1.105199082610e+01
3535000000.000000,2.922221150000e-01,-2.477247884977e+00,-2.864521411439e-01,-1.037659517761e+00,5.769973856089e-03,-3.514907402738e+00,-3.514656781204e+00,-2.506215345250e-04,1.121368625144e+01
3536000000.000000,2.957932780000e-01,-2.491189003470e+00,-2.832730192600e-01,-1.095066558009e+00,1.252025873996e-02,-3.586255561479e+00,-3.581415625092e+00,-4.839936386937e-03,1.056905990312e+01
