subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_plan_b_equalized_i,after_plan_b_equalized_q,after_plan_b_fixed_equalized_i,after_plan_b_fixed_equalized_q,plan_b_abs,plan_b_phase_rad,plan_b_fixed_abs,plan_b_fixed_phase_rad
3346,22734,4162719726.562500,1.171275991314e+02,-2.732977313066e+02,1.127421734494e+02,-2.728904127244e+02,1.179189446107e+02,-2.724593590975e+02,1.179034867293e+02,-2.724462626104e+02,1.015161732240e+00,0.613110064022,1.015096222266e+00,0.613157780612
3347,22735,4162902832.031250,3.904253304380e+01,-2.732977313066e+02,3.472262149973e+01,-2.719108932338e+02,3.952744459616e+01,-2.727824232708e+02,3.951681041958e+01,-2.727672331728e+02,1.015194472850e+00,0.602801917878,1.015130069180e+00,0.602849633736
3348,22736,4163085937.500000,1.171275991314e+02,1.171275991314e+02,1.181142812072e+02,1.144849338766e+02,1.167825689383e+02,1.171357682573e+02,1.167792303231e+02,1.171253193436e+02,1.015227223717e+00,0.592493105940,1.015163920468e+00,0.592540809342
3349,22737,4163269042.968750,1.952126652190e+02,-2.732977313066e+02,1.898029354244e+02,-2.744024170930e+02,1.956159724811e+02,-2.725850174352e+02,1.955963726111e+02,-2.725751691678e+02,1.015259987611e+00,0.582183626634,1.015197778739e+00,0.582231305854
3350,22738,4163452148.437500,-1.952126652190e+02,1.171275991314e+02,-1.922788410641e+02,1.192286077985e+02,-1.954328421478e+02,1.164862467745e+02,-1.954181939014e+02,1.164855674133e+02,1.015292767267e+00,0.571873478422,1.015231646568e+00,0.571921121735
3351,22739,4163635253.906250,1.952126652190e+02,-1.171275991314e+02,1.924092568862e+02,-1.191807325312e+02,1.955948410555e+02,-1.163969006181e+02,1.955803877198e+02,-1.163963679086e+02,1.015325565379e+00,0.561562659799,1.015265526490e+00,0.561610255482
3352,22740,4163818359.375000,3.904253304380e+01,1.952126652190e+02,4.148001586054e+01,1.936011290511e+02,3.820715236118e+01,1.954195286300e+02,3.821102987942e+01,1.954076713840e+02,1.015358384606e+00,0.551251169295,1.015299421004e+00,0.551298705629
3353,22741,4164001464.843750,-3.904253304380e+01,-3.904253304380e+01,-3.935349392424e+01,-3.832871457062e+01,-3.887009915859e+01,-3.926167833322e+01,-3.886921610649e+01,-3.925838152624e+01,1.015391227566e+00,0.540939005475,1.015333332573e+00,0.540986470749
3354,22742,4164184570.312500,1.171275991314e+02,-1.952126652190e+02,1.138742866883e+02,-1.957229866003e+02,1.181346028349e+02,-1.947046297648e+02,1.181224066168e+02,-1.946980170650e+02,1.015424096841e+00,0.530626166938,1.015367263620e+00,0.530673549448
3355,22743,4164367675.781250,-3.904253304380e+01,1.171275991314e+02,-3.721638652706e+01,1.169943353297e+02,-3.961751071060e+01,1.169523698719e+02,-3.961186188682e+01,1.169475609936e+02,1.015456994971e+00,0.520312652318,1.015401216529e+00,0.520359940371
3356,22744,4164550781.250000,-3.904253304380e+01,2.732977313066e+02,-3.499034503529e+01,2.722110366264e+02,-4.034789272280e+01,2.730806530891e+02,-4.033740069343e+01,2.730681034167e+02,1.015489924457e+00,0.509998460282,1.015435193649e+00,0.510045642199
3357,22745,4164733886.718750,2.732977313066e+02,-3.904253304380e+01,2.710347103947e+02,-4.269511016312e+01,2.733874019521e+02,-3.774003966199e+01,2.733726950549e+02,-3.774667068522e+01,1.015522887762e+00,0.499683589535,1.015469197287e+00,0.499730653650
3358,22746,4164916992.187500,1.171275991314e+02,-1.171275991314e+02,1.146615126256e+02,-1.180674962417e+02,1.176029800634e+02,-1.165159726834e+02,1.175936388648e+02,-1.165139966647e+02,1.015555887308e+00,0.489368038815,1.015503229711e+00,0.489414973478
3359,22747,4165100097.656250,1.952126652190e+02,1.171275991314e+02,1.957003988505e+02,1.133861345439e+02,1.945964855129e+02,1.178708023056e+02,1.945909474248e+02,1.178590980216e+02,1.015588925474e+00,0.479051806893,1.015537293151e+00,0.479098600475
3360,22748,4165283203.125000,-1.952126652190e+02,1.171275991314e+02,-1.920347853577e+02,1.195110221368e+02,-1.955065757421e+02,1.163920629334e+02,-1.954938173158e+02,1.163928242701e+02,1.015622004600e+00,0.468734892578,1.015571389793e+00,0.468781533470
3361,22749,4165466308.593750,-3.904253304380e+01,1.952126652190e+02,-3.544402563812e+01,1.946027300712e+02,-3.954672261914e+01,1.950164652263e+02,-3.953873455410e+01,1.950088521964e+02,1.015655126985e+00,0.458417294712,1.015605521788e+00,0.458463771325
3362,22750,4165649414.062500,-3.904253304380e+01,3.904253304380e+01,-3.808190916521e+01,3.949435287663e+01,-3.910239221847e+01,3.895263362214e+01,-3.909940889050e+01,3.895214933448e+01,1.015688294885e+00,0.448099012173,1.015639691243e+00,0.448145312945
3363,22751,4165832519.531250,-1.952126652190e+02,-2.732977313066e+02,-1.991541556341e+02,-2.678063162380e+02,-1.948375076327e+02,-2.734417839375e+02,-1.948378176699e+02,-2.734236263603e+02,1.015721510516e+00,0.437780043872,1.015673900226e+00,0.437826157268
3364,22752,4166015625.000000,-3.904253304380e+01,-2.732977313066e+02,-4.426974704226e+01,-2.707418495323e+02,-3.893391290773e+01,-2.732433501003e+02,-3.894109593582e+01,-2.732304680245e+02,1.015754776049e+00,0.427460388756,1.015708150761e+00,0.427506303268
3365,22753,4166198730.468750,-3.904253304380e+01,2.732977313066e+02,-3.291757841881e+01,2.722579090525e+02,-3.879534460068e+01,2.731739805031e+02,-3.878483312273e+01,2.731638876245e+02,1.015788093616e+00,0.417140045808,1.015742444835e+00,0.417185749959
3366,22754,4166381835.937500,-2.732977313066e+02,-1.171275991314e+02,-2.739884062906e+02,-1.100457782534e+02,-2.732892292920e+02,-1.164745278441e+02,-2.732819504847e+02,-1.164608294805e+02,1.015821465302e+00,0.406819014044,1.015776784390e+00,0.406864496389
3367,22755,4166564941.406250,3.904253304380e+01,-2.732977313066e+02,3.213582527934e+01,-2.721566343806e+02,3.812276741112e+01,-2.730905831261e+02,3.811222615709e+01,-2.730810091795e+02,1.015854893153e+00,0.396497292516,1.015811171328e+00,0.396542541645
3368,22756,4166748046.875000,1.171275991314e+02,3.904253304380e+01,1.171866482986e+02,3.573632516220e+01,1.171183453743e+02,3.846989371506e+01,1.171150905268e+02,3.846450091962e+01,1.015888379170e+00,0.386174880309,1.015845607507e+00,0.386219884849
3369,22757,4166931152.343750,2.732977313066e+02,-1.171275991314e+02,2.678476088788e+02,-1.235032449793e+02,2.721372506958e+02,-1.184291263557e+02,2.721229830911e+02,-1.184337907962e+02,1.015921925309e+00,0.375851776545,1.015880094744e+00,0.375896525161
3370,22758,4167114257.812500,1.171275991314e+02,-1.952126652190e+02,1.109738572508e+02,-1.966871567555e+02,1.159545998749e+02,-1.954411943232e+02,1.159437014147e+02,-1.954379126471e+02,1.015955533484e+00,0.365527980381,1.015914634815e+00,0.365572461777
3371,22759,4167297363.281250,-2.732977313066e+02,-2.732977313066e+02,-2.779352171751e+02,-2.642627236487e+02,-2.737728292207e+02,-2.720141135908e+02,-2.737722736615e+02,-2.719949712806e+02,1.015989205565e+00,0.355203491005,1.015949229450e+00,0.355247693929
3372,22760,4167480468.750000,1.171275991314e+02,-1.952126652190e+02,1.116305277318e+02,-1.964561829900e+02,1.166975986983e+02,-1.951597538789e+02,1.166867764696e+02,-1.951569308501e+02,1.016022943377e+00,0.344878307644,1.015983880338e+00,0.344922220888
3373,22761,4167663574.218750,3.904253304380e+01,3.904253304380e+01,3.961181183287e+01,3.789263312266e+01,3.900022475014e+01,3.901723084122e+01,3.900024884941e+01,3.901453989943e+01,1.016056748702e+00,0.334552429558,1.016018589127e+00,0.334596041959
3374,22762,4167846679.687500,-1.952126652190e+02,-2.732977313066e+02,-1.994271535866e+02,-2.673427732137e+02,-1.945735589331e+02,-2.735216625363e+02,-1.945766840773e+02,-2.735057181277e+02,1.016090623275e+00,0.324225856041,1.016053357417e+00,0.324269156485
3375,22763,4168029785.156250,-1.952126652190e+02,3.904253304380e+01,-1.931023063966e+02,4.255752066047e+01,-1.952716135999e+02,3.838968089535e+01,-1.952639180246e+02,3.839535983191e+01,1.016124568789e+00,0.313898586421,1.016088186769e+00,0.313941563844
3376,22764,4168212890.625000,2.732977313066e+02,-1.952126652190e+02,2.673778281041e+02,-1.993230868282e+02,2.736511652531e+02,-1.943708702888e+02,2.736355638092e+02,-1.943745318510e+02,1.016158586891e+00,0.303570620061,1.016123078699e+00,0.303613263452
3377,22765,4168395996.093750,1.952126652190e+02,-3.904253304380e+01,1.929226823918e+02,-4.285107845448e+01,1.951262057689e+02,-3.861345838860e+01,1.951188136347e+02,-3.861932967705e+01,1.016192679181e+00,0.293241956361,1.016158034679e+00,0.293284254760
3378,22766,4168579101.562500,-1.171275991314e+02,-3.904253304380e+01,-1.170630496291e+02,-3.618054343804e+01,-1.169442644758e+02,-3.916426466685e+01,-1.169422006991e+02,-3.915882088390e+01,1.016226847217e+00,0.282912594750,1.016193056137e+00,0.282954537255
3379,22767,4168762207.031250,-3.904253304380e+01,-1.952126652190e+02,-4.314416024082e+01,-1.927426154784e+02,-3.883748630435e+01,-1.949804784433e+02,-3.884355741003e+01,-1.949733793181e+02,1.016261092510e+00,0.272582534696,1.016228144458e+00,0.272624110462
3380,22768,4168945312.500000,-1.171275991314e+02,3.904253304380e+01,-1.152252929018e+02,4.145973812778e+01,-1.169469513282e+02,3.896186525572e+01,-1.169421954444e+02,3.896512936975e+01,1.016295416525e+00,0.262251775697,1.016263300984e+00,0.262292973939
3381,22769,4169128417.968750,-1.171275991314e+02,1.952126652190e+02,-1.115716502978e+02,1.963413786312e+02,-1.170225847002e+02,1.948938171286e+02,-1.170120236916e+02,1.948928865172e+02,1.016329820683e+00,0.251920317289,1.016298527010e+00,0.251961127282
3382,22770,4169311523.437500,3.904253304380e+01,-1.952126652190e+02,3.420520721598e+01,-1.945550860419e+02,3.916124807395e+01,-1.949637084065e+02,3.915277019137e+01,-1.949600108544e+02,1.016364306358e+00,0.241588159039,1.016333823790e+00,0.241628570122
3383,22771,4169494628.906250,-1.952126652190e+02,1.171275991314e+02,-1.910289515770e+02,1.206916484673e+02,-1.952166253064e+02,1.167756579919e+02,-1.952070783949e+02,1.167801686916e+02,1.016398874880e+00,0.231255300548,1.016369192532e+00,0.231295302126
3384,22772,4169677734.375000,-1.171275991314e+02,-1.952126652190e+02,-1.206683597362e+02,-1.911226747842e+02,-1.167157274293e+02,-1.953398493580e+02,-1.167204203000e+02,-1.953304025728e+02,1.016433527530e+00,0.220921741452,1.016404634401e+00,0.220961322995
3385,22773,4169860839.843750,-3.904253304380e+01,-2.732977313066e+02,-4.485436787968e+01,-2.704865783221e+02,-3.839748050297e+01,-2.733555196290e+02,-3.840732984074e+01,-2.733473643711e+02,1.016468265545e+00,0.210587481420,1.016440150516e+00,0.210626632468
3386,22774,4170043945.312500,-1.952126652190e+02,-3.904253304380e+01,-1.947341822053e+02,-3.440800662841e+01,-1.951348713826e+02,-3.952735408926e+01,-1.951318554518e+02,-3.951863775099e+01,1.016503090118e+00,0.200252520153,1.016475741954e+00,0.200291230316
3387,22775,4170227050.781250,-1.952126652190e+02,2.732977313066e+02,-1.873664919937e+02,2.759631115291e+02,-1.955816607359e+02,2.730178960209e+02,-1.955661816790e+02,2.730195679899e+02,1.016538002392e+00,0.189916857386,1.016511409745e+00,0.189955116348
3388,22776,4170410156.250000,-1.952126652190e+02,3.904253304380e+01,-1.928117947143e+02,4.361534132148e+01,-1.951900116113e+02,3.897881214320e+01,-1.951841134425e+02,3.898592467141e+01,1.016573003468e+00,0.179580492889,1.016547154878e+00,0.179618290405
3389,22777,4170593261.718750,3.904253304380e+01,1.171275991314e+02,4.181224139919e+01,1.152253497249e+02,3.912360375381e+01,1.170601792455e+02,3.912760718931e+01,1.170560641660e+02,1.016608094396e+00,0.169243426461,1.016582978294e+00,0.169280752366
3390,22778,4170776367.187500,1.952126652190e+02,2.732977313066e+02,2.011981562534e+02,2.658335902413e+02,1.956399715362e+02,2.728077906089e+02,1.956473468993e+02,2.727939791304e+02,1.016643276185e+00,0.158905657939,1.016618880892e+00,0.158942502141
3391,22779,4170959472.656250,3.904253304380e+01,-1.952126652190e+02,3.313338033197e+01,-1.947843489607e+02,3.843964869976e+01,-1.952143092597e+02,3.843061777118e+01,-1.952120457361e+02,1.016678549796e+00,0.148567187186,1.016654863527e+00,0.148603539676
3392,22780,4171142578.125000,-3.904253304380e+01,1.171275991314e+02,-3.527302630352e+01,1.173344089268e+02,-3.859483015903e+01,1.171902989983e+02,-3.858906528789e+01,1.171896976065e+02,1.016713916142e+00,0.138228014104,1.016690927007e+00,0.138263864953
3393,22781,4171325683.593750,1.952126652190e+02,1.171275991314e+02,1.971500277514e+02,1.102788046840e+02,1.955509838540e+02,1.162419722020e+02,1.955523951254e+02,1.162313302200e+02,1.016749376092e+00,0.127888138624,1.016727072100e+00,0.127923477985
3394,22782,4171508789.062500,-3.904253304380e+01,2.732977313066e+02,-3.028572308723e+01,2.722350699482e+02,-3.775432346107e+01,2.732615625782e+02,-3.774164610154e+01,2.732583271670e+02,1.016784930469e+00,0.117547560708,1.016763299525e+00,0.117582378821
3395,22783,4171691894.531250,1.171275991314e+02,3.904253304380e+01,1.173735643459e+02,3.502027055307e+01,1.172269711536e+02,3.841170354201e+01,1.172266561311e+02,3.840582813283e+01,1.016820580049e+00,0.107206280351,1.016799609961e+00,0.107240567541
3396,22784,4171875000.000000,2.732977313066e+02,3.904253304380e+01,2.722246962791e+02,2.990463732465e+01,2.732664525570e+02,3.747541357975e+01,2.732635984290e+02,3.746248790237e+01,1.016856325563e+00,0.096864297582,1.016836004039e+00,0.096898044261
3397,22785,4172058105.468750,-2.732977313066e+02,-1.171275991314e+02,-2.747406517436e+02,-1.072237066009e+02,-2.736951153441e+02,-1.154433909717e+02,-2.736960010624e+02,-1.154290677185e+02,1.016892167694e+00,0.086521612457,1.016872482350e+00,0.086554809129
3398,22786,4172241210.937500,-2.732977313066e+02,3.904253304380e+01,-2.696352050640e+02,4.745414128334e+01,-2.727872644680e+02,4.038088695866e+01,-2.727812053464e+02,4.039285851947e+01,1.016928107082e+00,0.076178225068,1.016909045438e+00,0.076210862325
3399,22787,4172424316.406250,1.952126652190e+02,-1.171275991314e+02,1.897625468272e+02,-1.222339495954e+02,1.944472645850e+02,-1.178336874447e+02,1.944388828903e+02,-1.178410360707e+02,1.016964144320e+00,0.065834135534,1.016945693804e+00,0.065866204064
3400,22788,4172607421.875000,1.171275991314e+02,1.171275991314e+02,1.196939222529e+02,1.124172168569e+02,1.173957079564e+02,1.165245092634e+02,1.173995587342e+02,1.165172984376e+02,1.017000279955e+00,0.055489344008,1.016982427906e+00,0.055520834593
3401,22789,4172790527.343750,1.952126652190e+02,2.732977313066e+02,2.017500629261e+02,2.647826131401e+02,1.957390150402e+02,2.722724943162e+02,1.957494045142e+02,2.722594039085e+02,1.017036514488e+00,0.045143850672,1.017019248158e+00,0.045174754190
3402,22790,4172973632.812500,-3.904253304380e+01,-2.732977313066e+02,-4.689536314132e+01,-2.695315959267e+02,-3.962623604214e+01,-2.727356343906e+02,-3.963896183353e+01,-2.727301518254e+02,1.017072848375e+00,0.034797655738,1.017056154929e+00,0.034827963164
3403,22791,4173156738.281250,1.171275991314e+02,3.904253304380e+01,1.171632477556e+02,3.520754685572e+01,1.169862972239e+02,3.877830852170e+01,1.169867423003e+02,3.877207098533e+01,1.017109282028e+00,0.024450759449,1.017093148547e+00,0.024480461859
3404,22792,4173339843.750000,-1.952126652190e+02,3.904253304380e+01,-1.922056821035e+02,4.433341322729e+01,-1.948257172492e+02,3.915779334706e+01,-1.948214372304e+02,3.916702856671e+01,1.017145815810e+00,0.014103162078,1.017130229296e+00,0.014132250648
3405,22793,4173522949.218750,-1.171275991314e+02,-3.904253304380e+01,-1.171095557375e+02,-3.532917841848e+01,-1.169230965195e+02,-3.894440558826e+01,-1.169237243016e+02,-3.893806225527e+01,1.017182450044e+00,0.003754863927,1.017167397415e+00,0.003783329936
3406,22794,4173706054.687500,1.952126652190e+02,-3.904253304380e+01,1.922277003380e+02,-4.412017736966e+01,1.948698903391e+02,-3.887495401049e+01,1.948657761506e+02,-3.888448562196e+01,1.017219185003e+00,-0.006594134671,1.017204653103e+00,-0.006566299841
3407,22795,4173889160.156250,2.732977313066e+02,-2.732977313066e+02,2.631400910638e+02,-2.781250362749e+02,2.731119865590e+02,-2.724533545551e+02,2.730950419523e+02,-2.724646479933e+02,1.017256020918e+00,-0.016943833357,1.017241996513e+00,-0.016916638216
3408,22796,4174072265.625000,-1.171275991314e+02,-2.732977313066e+02,-1.233635070733e+02,-2.674986795329e+02,-1.164156022556e+02,-2.730289121789e+02,-1.164287553035e+02,-2.730200983465e+02,1.017292957976e+00,-0.027294231739,1.017279427759e+00,-0.027267684692
3409,22797,4174255371.093750,-2.732977313066e+02,1.171275991314e+02,-2.676195315433e+02,1.233075882390e+02,-2.731796329653e+02,1.163113871321e+02,-2.731708741500e+02,1.163247877604e+02,1.017329996317e+00,-0.037645329399,1.017316946910e+00,-0.037619438743
3410,22798,4174438476.562500,-3.904253304380e+01,2.732977313066e+02,-3.150270534434e+01,2.718465888486e+02,-3.978817287406e+01,2.728792330102e+02,-3.977314389458e+01,2.728789157668e+02,1.017367136037e+00,-0.047997125892,1.017354553993e+00,-0.047971899811
3411,22799,4174621582.031250,-1.952126652190e+02,-2.732977313066e+02,-2.005960669420e+02,-2.658341402820e+02,-1.941264841512e+02,-2.737470378839e+02,-1.941397292896e+02,-2.737341254512e+02,1.017404377190e+00,-0.058349620740,1.017392248994e+00,-0.058325067311
3412,22800,4174804687.500000,1.952126652190e+02,-1.952126652190e+02,1.885571365431e+02,-1.985622749475e+02,1.958893217779e+02,-1.943549476890e+02,1.958770124907e+02,-1.943641720000e+02,1.017441719784e+00,-0.068702813443,1.017430031857e+00,-0.068678940625
3413,22801,4174987792.968750,1.171275991314e+02,2.732977313066e+02,1.230832272190e+02,2.681028710546e+02,1.158953224812e+02,2.737816927757e+02,1.159097210904e+02,2.737731110046e+02,1.017479163785e+00,-0.079056703470,1.017467902482e+00,-0.079033519111
3414,22802,4175170898.437500,-1.952126652190e+02,-1.952126652190e+02,-1.986131501078e+02,-1.884871441718e+02,-1.943541678800e+02,-1.959027145419e+02,-1.943638308836e+02,-1.958902917335e+02,1.017516709113e+00,-0.089411290263,1.017505860732e+00,-0.089388802096
3415,22803,4175354003.906250,-2.732977313066e+02,-1.171275991314e+02,-2.739835967624e+02,-1.088008944653e+02,-2.726875795388e+02,-1.179692736732e+02,-2.726924547267e+02,-1.179528387254e+02,1.017554355646e+00,-0.099766573238,1.017543906425e+00,-0.099744788876
3416,22804,4175537109.375000,2.732977313066e+02,2.732977313066e+02,2.782318732895e+02,2.632767470054e+02,2.722142180519e+02,2.737740274288e+02,2.722283238001e+02,2.737564498310e+02,1.017592103220e+00,-0.110122551785,1.017582039340e+00,-0.110101478724
3417,22805,4175720214.843750,1.952126652190e+02,1.171275991314e+02,1.966066856532e+02,1.105111994622e+02,1.946603830424e+02,1.174060309369e+02,1.946660811262e+02,1.173938724523e+02,1.017629951627e+00,-0.120479225267,1.017620259215e+00,-0.120458870883
3418,22806,4175903320.312500,-3.904253304380e+01,1.952126652190e+02,-3.302947382923e+01,1.943650835179e+02,-3.931222585110e+01,1.947950512881e+02,-3.930040979441e+01,1.947962585664e+02,1.017667900615e+00,-0.130836593020,1.017658565747e+00,-0.130816964568
3419,22807,4176086425.781250,-1.171275991314e+02,-3.904253304380e+01,-1.170696042787e+02,-3.519181805699e+01,-1.168512494152e+02,-3.911203086256e+01,-1.168529662191e+02,-3.910477831446e+01,1.017705949892e+00,-0.141194654355,1.017696958594e+00,-0.141175758969
3420,22808,4176269531.250000,1.952126652190e+02,1.171275991314e+02,1.967182222459e+02,1.100562879912e+02,1.947486459794e+02,1.170641661369e+02,1.947547838118e+02,1.170516857502e+02,1.017744099123e+00,-0.151553408560,1.017735437372e+00,-0.151535253249
3421,22809,4176452636.718750,3.904253304380e+01,1.171275991314e+02,4.222812914569e+01,1.147236948493e+02,3.892666683016e+01,1.169271591874e+02,3.893369936092e+01,1.169241899168e+02,1.017782347931e+00,-0.161912854895,1.017774001660e+00,-0.161895446543
3422,22810,4176635742.187500,3.904253304380e+01,2.732977313066e+02,4.717560758770e+01,2.692594088085e+02,3.898840819657e+01,2.728082809879e+02,3.900528823513e+01,2.728046050145e+02,1.017820695897e+00,-0.172272992597,1.017812650997e+00,-0.172256337962
3423,22811,4176818847.656250,3.904253304380e+01,1.171275991314e+02,4.236789782996e+01,1.146764451133e+02,3.903254005264e+01,1.169059434047e+02,3.903977404389e+01,1.169029750330e+02,1.017859142562e+00,-0.182633820879,1.017851384882e+00,-0.182617926592
3424,22812,4177001953.125000,-1.952126652190e+02,-1.171275991314e+02,-1.969959613280e+02,-1.095892240084e+02,-1.949939351568e+02,-1.167513445383e+02,-1.950006392272e+02,-1.167383832208e+02,1.017897687425e+00,-0.192995338928,1.017890202775e+00,-0.192980211492
3425,22813,4177185058.593750,-1.952126652190e+02,-1.952126652190e+02,-1.996014976778e+02,-1.868203043298e+02,-1.951167181320e+02,-1.946994239641e+02,-1.951286200917e+02,-1.946860395153e+02,1.017936329944e+00,-0.203357545909,1.017929104100e+00,-0.203343191698
3426,22814,4177368164.062500,-1.171275991314e+02,-1.952126652190e+02,-1.223857052722e+02,-1.893527057040e+02,-1.171954663047e+02,-1.947879525172e+02,-1.172078480162e+02,-1.947795762461e+02,1.017975069538e+00,-0.213720440965,1.017968088240e+00,-0.213706866219
3427,22815,4177551269.531250,1.171275991314e+02,3.904253304380e+01,1.172442915590e+02,3.473978154927e+01,1.170247568636e+02,3.883088921134e+01,1.170269555869e+02,3.882298394618e+01,1.018013905585e+00,-0.224084023215,1.018007154543e+00,-0.224071234045
3428,22816,4177734375.000000,-2.732977313066e+02,-2.732977313066e+02,-2.797514125792e+02,-2.613458233660e+02,-2.733777354265e+02,-2.725518640767e+02,-2.733952364488e+02,-2.725326399747e+02,1.018052837423e+00,-0.234448291754,1.018046302317e+00,-0.234436294137
3429,22817,4177917480.468750,-2.732977313066e+02,2.732977313066e+02,-2.612782112926e+02,2.798544880495e+02,-2.725424031350e+02,2.734496137006e+02,-2.725230058842e+02,2.734673896862e+02,1.018091864352e+00,-0.244813245658,1.018085530835e+00,-0.244802045436
3430,22818,4178100585.937500,1.171275991314e+02,1.952126652190e+02,1.225286997002e+02,1.892981451756e+02,1.172312265764e+02,1.948445523859e+02,1.172443395562e+02,1.948359536175e+02,1.018130985630e+00,-0.255178883977,1.018124839331e+00,-0.255168486860
3431,22819,4178283691.406250,-1.952126652190e+02,-1.171275991314e+02,-1.970685404364e+02,-1.094920669193e+02,-1.949877411783e+02,-1.169119032572e+02,-1.949954057555e+02,-1.168980138445e+02,1.018170200479e+00,-0.265545205746,1.018164227006e+00,-0.265535617304
3432,22820,4178466796.875000,1.952126652190e+02,-1.171275991314e+02,1.893992733265e+02,-1.221879492531e+02,1.949881756639e+02,-1.168301633072e+02,1.949794743744e+02,-1.168436478756e+02,1.018209508082e+00,-0.275912209973,1.018203693021e+00,-0.275903435641
3433,22821,4178649902.343750,2.732977313066e+02,1.952126652190e+02,2.765235361792e+02,1.845391447978e+02,2.725341828469e+02,1.952983810526e+02,2.725475256291e+02,1.952784923161e+02,1.018248907584e+00,-0.286279895648,1.018243236505e+00,-0.286271940722
3434,22822,4178833007.812500,-2.732977313066e+02,3.904253304380e+01,-2.691337447812e+02,4.700575666503e+01,-2.728776474954e+02,3.830090386708e+01,-2.728743138125e+02,3.832053623341e+01,1.018288398092e+00,-0.296648261742,1.018282856549e+00,-0.296641131379
3435,22823,4179016113.281250,1.952126652190e+02,1.171275991314e+02,1.965777989987e+02,1.099938995073e+02,1.944309249961e+02,1.175447887062e+02,1.944391335306e+02,1.175303482736e+02,1.018327978675e+00,-0.307017307204,1.018322552210e+00,-0.307011006421
3436,22824,4179199218.750000,1.952126652190e+02,-3.904253304380e+01,1.920331426870e+02,-4.438622796952e+01,1.950978977405e+02,-3.820277926835e+01,1.950947093455e+02,-3.821713214440e+01,1.018367648366e+00,-0.317387030964,1.018362322511e+00,-0.317381564638
3437,22825,4179382324.218750,-3.904253304380e+01,-1.171275991314e+02,-4.205026010584e+01,-1.148478212574e+02,-3.846043807974e+01,-1.172196309156e+02,-3.846913618858e+01,-1.172165458015e+02,1.018407406162e+00,-0.327757431936,1.018402166441e+00,-0.327752804800
3438,22826,4179565429.687500,1.171275991314e+02,3.904253304380e+01,1.171570103118e+02,3.535018585522e+01,1.168964740511e+02,3.966746652188e+01,1.168992748627e+02,3.965855577122e+01,1.018447251022e+00,-0.338128509011,1.018442082953e+00,-0.338124725657
3439,22827,4179748535.156250,-2.732977313066e+02,-1.952126652190e+02,-2.763888822966e+02,-1.858875073810e+02,-2.722292223385e+02,-1.969586748142e+02,-2.722438416347e+02,-1.969375204183e+02,1.018487181872e+00,-0.348500261065,1.018482070970e+00,-0.348497325940
3440,22828,4179931640.625000,-3.904253304380e+01,-2.732977313066e+02,-4.622650355198e+01,-2.700218587129e+02,-3.723423083364e+01,-2.738462594596e+02,-3.725536093329e+01,-2.738429368507e+02,1.018527197600e+00,-0.358872686956,1.018522129378e+00,-0.358870604362
3441,22829,4180114746.093750,1.952126652190e+02,-1.171275991314e+02,1.904417158463e+02,-1.215153306101e+02,1.962508974213e+02,-1.158781774214e+02,1.962415188167e+02,-1.158933508891e+02,1.018567297060e+00,-0.369245785523,1.018562257035e+00,-0.369244559619
3442,22830,4180297851.562500,1.171275991314e+02,1.171275991314e+02,1.193556404595e+02,1.129362377415e+02,1.163893881511e+02,1.180529938356e+02,1.163985467115e+02,1.180435987014e+02,1.018607479072e+00,-0.379619555590,1.018602452764e+00,-0.379619190387
3443,22831,4180480957.031250,-1.952126652190e+02,-1.952126652190e+02,-1.988806380637e+02,-1.881448629486e+02,-1.939166550487e+02,-1.967082620404e+02,-1.939320887686e+02,-1.966924379215e+02,1.018647742421e+00,-0.389993995963,1.018642715357e+00,-0.389994495327
3444,22832,4180664062.500000,-3.904253304380e+01,1.171275991314e+02,-3.545803104544e+01,1.171466123950e+02,-3.989433485069e+01,1.168727391964e+02,-3.988481740312e+01,1.168757810017e+02,1.018688085858e+00,-0.400369105434,1.018683043573e+00,-0.400370473082
3445,22833,4180847167.968750,1.952126652190e+02,2.732977313066e+02,2.009515818688e+02,2.653345439153e+02,1.932200480837e+02,2.746944721816e+02,1.932422006797e+02,2.746782269098e+02,1.018728508103e+00,-0.410744882777,1.018723436144e+00,-0.410747122278
3446,22834,4181030273.437500,-1.952126652190e+02,-1.952126652190e+02,-1.987867109564e+02,-1.878589922482e+02,-1.937647701939e+02,-1.965291687190e+02,-1.937806962589e+02,-1.965128240039e+02,1.018769007840e+00,-0.421121326754,1.018763891768e+00,-0.421124441528
3447,22835,4181213378.906250,2.732977313066e+02,-2.732977313066e+02,2.625542614916e+02,-2.785967721763e+02,2.747514465501e+02,-2.715536198854e+02,2.747282826026e+02,-2.715761138564e+02,1.018809583724e+00,-0.431498436110,1.018804409114e+00,-0.431502429427
3448,22836,4181396484.375000,-3.904253304380e+01,3.904253304380e+01,-3.744365996182e+01,3.984163451582e+01,-3.919451591725e+01,3.883374443890e+01,-3.919116585286e+01,3.883698553871e+01,1.018850234374e+00,-0.441876209574,1.018844986823e+00,-0.441881084556
3449,22837,4181579589.843750,3.904253304380e+01,3.904253304380e+01,3.988362904831e+01,3.737952356707e+01,3.887406430101e+01,3.913876155922e+01,3.887733253270e+01,3.913536983801e+01,1.018890958381e+00,-0.452254645867,1.018885623505e+00,-0.452260405482
