subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_plan_b_equalized_i,after_plan_b_equalized_q,after_plan_b_fixed_equalized_i,after_plan_b_fixed_equalized_q,plan_b_abs,plan_b_phase_rad,plan_b_fixed_abs,plan_b_fixed_phase_rad
2197,21585,3952331542.968750,1.952126652190e+02,-3.904253304380e+01,2.006169635000e+02,-3.259041855785e+01,1.949655363839e+02,-3.932101599636e+01,1.949723994990e+02,-3.930381545659e+01,9.879869406586e-01,0.089902893598,9.880001453786e-01,0.090054364673
2198,21586,3952514648.437500,-2.732977313066e+02,-2.732977313066e+02,-2.682486033442e+02,-2.891872439967e+02,-2.733600299777e+02,-2.724686806876e+02,-2.733394297347e+02,-2.724978708984e+02,9.879057084500e-01,0.078164221038,9.879177861376e-01,0.078315356104
2199,21587,3952697753.906250,-3.904253304380e+01,-2.732977313066e+02,-2.900214216812e+01,-2.801423668376e+02,-3.942032765649e+01,-2.727244233967e+02,-3.939610728097e+01,-2.727319457151e+02,9.878247957218e-01,0.066423451406,9.878357415246e-01,0.066574253657
2200,21588,3952880859.375000,3.904253304380e+01,-1.952126652190e+02,4.773024457599e+01,-1.973257948515e+02,3.862626904048e+01,-1.948246345611e+02,3.864442415256e+01,-1.948237268822e+02,9.877442058079e-01,0.054680624138,9.877540150133e-01,0.054831096829
2201,21589,3953063964.843750,1.952126652190e+02,-1.171275991314e+02,2.037796703897e+02,-1.111157190520e+02,1.945116361109e+02,-1.171325555621e+02,1.945245637775e+02,-1.171164307390e+02,9.876639419823e-01,0.042935779042,9.876726100187e-01,0.043085925490
2202,21590,3953247070.312500,-2.732977313066e+02,1.952126652190e+02,-2.868890676395e+02,1.869757528958e+02,-2.723027630712e+02,1.950707892711e+02,-2.723232840631e+02,1.950484591915e+02,9.875840074590e-01,0.031188956295,9.875915298965e-01,0.031338779875
2203,21591,3953430175.781250,3.904253304380e+01,-2.732977313066e+02,5.205623946741e+01,-2.766440649935e+02,3.862205222365e+01,-2.726096302065e+02,3.864683948576e+01,-2.726088481800e+02,9.875044053901e-01,0.019440196439,9.875107779409e-01,0.019589700585
2204,21592,3953613281.250000,1.952126652190e+02,-1.171275991314e+02,2.042917221198e+02,-1.102501282312e+02,1.945743720349e+02,-1.169926736957e+02,1.945864908621e+02,-1.169763287750e+02,9.874251388646e-01,0.007689540378,9.874303573842e-01,0.007838728586
2205,21593,3953796386.718750,-1.171275991314e+02,2.732977313066e+02,-1.324008613885e+02,2.727823535124e+02,-1.166117686821e+02,2.726339797053e+02,-1.166368707943e+02,2.726256539391e+02,9.873462109067e-01,-0.004062970623,9.873502713943e-01,-0.003914094802
2206,21594,3953979492.187500,-2.732977313066e+02,3.904253304380e+01,-2.803155295710e+02,2.627735650272e+01,-2.725237290545e+02,3.907081761148e+01,-2.725289054514e+02,3.904693163010e+01,9.872676244748e-01,-0.015817294940,9.872705230739e-01,-0.015668727898
2207,21595,3954162597.656250,2.732977313066e+02,2.732977313066e+02,2.649961060985e+02,2.921706103050e+02,2.731039724281e+02,2.723291836921e+02,2.730813428973e+02,2.723546734634e+02,9.871893824600e-01,-0.027573390599,9.871911154593e-01,-0.027425128672
2208,21596,3954345703.125000,-3.904253304380e+01,-3.904253304380e+01,-3.788006544814e+01,-4.177818251043e+01,-3.908445825238e+01,-3.889054332268e+01,-3.908119307251e+01,-3.889413233343e+01,9.871114876842e-01,-0.039331215273,9.871120515180e-01,-0.039183254738
2209,21597,3954528808.593750,1.952126652190e+02,-3.904253304380e+01,2.012602103401e+02,-3.007516713019e+01,1.949385746634e+02,-3.970894692562e+01,1.949425885074e+02,-3.969197961579e+01,9.870339429005e-01,-0.051090726287,9.870333341497e-01,-0.050943063368
2210,21598,3954711914.062500,1.171275991314e+02,-1.952126652190e+02,1.295020383085e+02,-1.935652070464e+02,1.162273000994e+02,-1.957585529590e+02,1.162445684193e+02,-1.957487119985e+02,9.869567507902e-01,-0.062851880623,9.869549661823e-01,-0.062704511488
2211,21599,3954895019.531250,3.904253304380e+01,1.171275991314e+02,3.400405536622e+01,1.217440440898e+02,3.973890712955e+01,1.169912118408e+02,3.972874516353e+01,1.169947106103e+02,9.868799139620e-01,-0.074614634919,9.868769503720e-01,-0.074467555683
2212,21600,3955078125.000000,-3.904253304380e+01,1.952126652190e+02,-5.002003364331e+01,1.976496940620e+02,-3.793858993034e+01,1.956277556470e+02,-3.795551545320e+01,1.956243031943e+02,9.868034349505e-01,-0.086378945477,9.867992894018e-01,-0.086232152202
2213,21601,3955261230.468750,-1.171275991314e+02,3.904253304380e+01,-1.218514740092e+02,3.358420779546e+01,-1.170029604250e+02,3.961821009539e+01,-1.170061442526e+02,3.960802218097e+01,9.867273162167e-01,-0.098144768265,9.867219858809e-01,-0.097998256959
2214,21602,3955444335.937500,-1.171275991314e+02,-3.904253304380e+01,-1.174799587072e+02,-4.650119913355e+01,-1.172786327811e+02,-3.861898528667e+01,-1.172749277828e+02,-3.862895656039e+01,9.866515601432e-01,-0.109912058917,9.866450423414e-01,-0.109765825537
2215,21603,3955627441.406250,-3.904253304380e+01,3.904253304380e+01,-4.216889975012e+01,3.757937604286e+01,-3.892897472104e+01,3.912749885022e+01,-3.893215865940e+01,3.912398464605e+01,9.865761690374e-01,-0.121680772743,9.865684612399e-01,-0.121534813194
2216,21604,3955810546.875000,-2.732977313066e+02,-1.952126652190e+02,-2.670422879595e+02,-2.159793214613e+02,-2.733589244342e+02,-1.946596357322e+02,-2.733407313591e+02,-1.946819104194e+02,9.865011451263e-01,-0.133450864725,9.864922449538e-01,-0.133305174861
2217,21605,3955993652.343750,1.171275991314e+02,1.171275991314e+02,1.120627314931e+02,1.269386117225e+02,1.170221008815e+02,1.169397540718e+02,1.170113297452e+02,1.169489248382e+02,9.864264905580e-01,-0.145222289526,9.864163957815e-01,-0.145076865151
2218,21606,3956176757.812500,1.171275991314e+02,-1.952126652190e+02,1.321347475548e+02,-1.914923113540e+02,1.169072388707e+02,-1.949231418877e+02,1.169228536837e+02,-1.949116340794e+02,9.863522073991e-01,-0.156995001493,9.863409159407e-01,-0.156849838362
2219,21607,3956359863.281250,3.904253304380e+01,-3.904253304380e+01,4.239551889904e+01,-3.721601830495e+01,3.896621623189e+01,-3.896888080260e+01,3.896915384606e+01,-3.896521858522e+01,9.862782976347e-01,-0.168768954658,9.862658075680e-01,-0.168624048477
2220,21608,3956542968.750000,1.952126652190e+02,1.952126652190e+02,1.857380655977e+02,2.121807360880e+02,1.947522755151e+02,1.947937250283e+02,1.947337835162e+02,1.948081160824e+02,9.862047631660e-01,-0.180544102744,9.861910727162e-01,-0.180399449170
2221,21609,3956726074.218750,3.904253304380e+01,-2.732977313066e+02,5.866916894229e+01,-2.757466694527e+02,3.900868405230e+01,-2.725820967243e+02,3.903116416115e+01,-2.725756144231e+02,9.861316058097e-01,-0.192320399169,9.861167133545e-01,-0.192175993812
2222,21610,3956909179.687500,2.732977313066e+02,-1.952126652190e+02,2.921131554669e+02,-1.795469984910e+02,2.725760318584e+02,-1.945390568360e+02,2.725888193796e+02,-1.945136688764e+02,9.860588272986e-01,-0.204097797048,9.860427313678e-01,-0.203953635472
2223,21611,3957092285.156250,3.904253304380e+01,-3.904253304380e+01,4.255814368062e+01,-3.697584006601e+01,3.893458295424e+01,-3.892842578236e+01,3.893728655959e+01,-3.892461732144e+01,9.859864292769e-01,-0.215876249198,9.859691285537e-01,-0.215732326920
2224,21612,3957275390.625000,1.171275991314e+02,-2.732977313066e+02,1.390514453892e+02,-2.700704700186e+02,1.166683768302e+02,-2.727250431642e+02,1.166893205441e+02,-2.727111126923e+02,9.859144133029e-01,-0.227655708143,9.858959066233e-01,-0.227512020634
2225,21613,3957458496.093750,1.171275991314e+02,1.952126652190e+02,1.052477229817e+02,2.075393222235e+02,1.171771648113e+02,1.946748193054e+02,1.171590306375e+02,1.946813232710e+02,9.858427808460e-01,-0.239436126117,9.858230671997e-01,-0.239292668803
2226,21614,3957641601.562500,3.904253304380e+01,2.732977313066e+02,1.983166286037e+01,2.816459396091e+02,3.957222229483e+01,2.728179035254e+02,3.954889949944e+01,2.728163114785e+02,9.857715332859e-01,-0.251217455066,9.857506118164e-01,-0.251074223330
2227,21615,3957824707.031250,1.952126652190e+02,-1.171275991314e+02,2.078702456484e+02,-1.051496647389e+02,1.946819424664e+02,-1.175763463743e+02,1.946879454769e+02,-1.175580095040e+02,9.857006719116e-01,-0.262999646656,9.856785419165e-01,-0.262856635835
2228,21616,3958007812.500000,1.171275991314e+02,3.904253304380e+01,1.166967494267e+02,4.857184948209e+01,1.172047236629e+02,3.860091364162e+01,1.171991607210e+02,3.860979051350e+01,9.856301979220e-01,-0.274782652275,9.856068588531e-01,-0.274639857666
2229,21617,3958190917.968750,2.732977313066e+02,-2.732977313066e+02,2.998148264768e+02,-2.583141369212e+02,2.722650903941e+02,-2.740623525451e+02,2.722817529569e+02,-2.740340673019e+02,9.855601124225e-01,-0.286566423038,9.855355638862e-01,-0.286423839892
2230,21618,3958374023.437500,1.952126652190e+02,-2.732977313066e+02,2.205195898407e+02,-2.639308223645e+02,1.943103387659e+02,-2.737598630192e+02,1.943283561908e+02,-2.737376990284e+02,9.854904164262e-01,-0.298350909788,9.854646581837e-01,-0.298208533319
2231,21619,3958557128.906250,1.952126652190e+02,2.732977313066e+02,1.777068802844e+02,2.945107903245e+02,1.958695818549e+02,2.726662311057e+02,1.958425867069e+02,2.726757007885e+02,9.854211108518e-01,-0.310136063106,9.853941428191e-01,-0.309993888483
2232,21620,3958740234.375000,-1.171275991314e+02,3.904253304380e+01,-1.227503492664e+02,3.041096804329e+01,-1.169942278547e+02,3.930828276606e+01,-1.169944812789e+02,3.929775017115e+01,9.853521965234e-01,-0.321921833312,9.853240187718e-01,-0.321779855666
2233,21621,3958923339.843750,2.732977313066e+02,1.171275991314e+02,2.694189976548e+02,1.420974648115e+02,2.734611586088e+02,1.165237174359e+02,2.734444440011e+02,1.165428774709e+02,9.852836741699e-01,-0.333708170469,9.852542869259e-01,-0.333566384889
2234,21622,3959106445.312500,2.732977313066e+02,2.732977313066e+02,2.561810473894e+02,3.018908697902e+02,2.737666823575e+02,2.726359815063e+02,2.737369801634e+02,2.726506445470e+02,9.852155444235e-01,-0.345495024388,9.851849480689e-01,-0.345353425927
2235,21623,3959289550.781250,1.171275991314e+02,-1.952126652190e+02,1.361049043420e+02,-1.893588800993e+02,1.166293294214e+02,-1.953821559241e+02,1.166417706134e+02,-1.953670653644e+02,9.851478078197e-01,-0.357282344634,9.851160028918e-01,-0.357140928304
2236,21624,3959472656.250000,-3.904253304380e+01,-1.952126652190e+02,-2.310205318825e+01,-2.025994651201e+02,-3.949678878538e+01,-1.949954856493e+02,-3.947985271378e+01,-1.949927959479e+02,9.850804647963e-01,-0.369070080527,9.850474519881e-01,-0.368928841304
2237,21625,3959655761.718750,1.952126652190e+02,2.732977313066e+02,1.754757007992e+02,2.958656442254e+02,1.957874124452e+02,2.725749862689e+02,1.957593108992e+02,2.725822061762e+02,9.850135156927e-01,-0.380858181153,9.849792958528e-01,-0.380717113974
2238,21626,3959838867.187500,-2.732977313066e+02,-2.732977313066e+02,-2.548234408463e+02,-3.029014598870e+02,-2.738293529655e+02,-2.722794893866e+02,-2.737985403578e+02,-2.722926214589e+02,9.849469607493e-01,-0.392646595359,9.849115348820e-01,-0.392505695126
2239,21627,3960021972.656250,-1.171275991314e+02,3.904253304380e+01,-1.229793054862e+02,2.939109864838e+01,-1.168995067161e+02,3.934748261647e+01,-1.168987076912e+02,3.933677634797e+01,9.848808001070e-01,-0.404435271768,9.848441693723e-01,-0.404294533347
2240,21628,3960205078.125000,3.904253304380e+01,1.952126652190e+02,2.205173813380e+01,2.027618200995e+02,3.946200292701e+01,1.949926964410e+02,3.944501513585e+01,1.949890191663e+02,9.848150338068e-01,-0.416224158776,9.847771995207e-01,-0.416083576998
2241,21629,3960388183.593750,3.904253304380e+01,-1.952126652190e+02,5.802388746113e+01,-1.956076917838e+02,3.870836580348e+01,-1.952045862627e+02,3.872255036675e+01,-1.951944135897e+02,9.847496617887e-01,-0.428013204559,9.847106254228e-01,-0.427872774221
2242,21630,3960571289.062500,-3.904253304380e+01,-2.732977313066e+02,-1.386960385684e+01,-2.827054299530e+02,-3.931124694095e+01,-2.732404381864e+02,-3.928799645237e+01,-2.732333249448e+02,9.846846838917e-01,-0.439802357082,9.846444470733e-01,-0.439662072946
2243,21631,3960754394.531250,1.952126652190e+02,-2.732977313066e+02,2.258459361171e+02,-2.600967039319e+02,1.951632514365e+02,-2.734293345678e+02,1.951774434615e+02,-2.734032243966e+02,9.846200998536e-01,-0.451591564096,9.845786643659e-01,-0.451451420892
2244,21632,3960937500.000000,-2.732977313066e+02,-3.904253304380e+01,-2.752292388116e+02,-6.694049211379e+01,-2.734321353932e+02,-3.914493447425e+01,-2.734181076210e+02,-3.916507848421e+01,9.845559093095e-01,-0.463380773149,9.845132770912e-01,-0.463240765575
2245,21633,3961120605.468750,2.732977313066e+02,2.732977313066e+02,2.517033957177e+02,3.064333768482e+02,2.734006229676e+02,2.734532213696e+02,2.733677025246e+02,2.734636327144e+02,9.844921117929e-01,-0.475169931590,9.844482849383e-01,-0.475030054310
2246,21634,3961303710.937500,-1.952126652190e+02,3.904253304380e+01,-2.032187811683e+02,2.019096013882e+01,-1.952349268500e+02,3.915765120021e+01,-1.952297526497e+02,3.914054880700e+01,9.844287067337e-01,-0.486958986570,9.843836874927e-01,-0.486819234219
2247,21635,3961486816.406250,-2.732977313066e+02,2.732977313066e+02,-3.066312116123e+02,2.512309011300e+02,-2.729663497859e+02,2.736145808485e+02,-2.729760603691e+02,2.735811017988e+02,9.843656934596e-01,-0.498747885052,9.843194842375e-01,-0.498608252234
2248,21636,3961669921.875000,-1.952126652190e+02,-1.171275991314e+02,-1.872440465177e+02,-1.394178358748e+02,-1.953726495196e+02,-1.167387367591e+02,-1.953546957944e+02,-1.167489106149e+02,9.843030711946e-01,-0.510536573813,9.842556745516e-01,-0.510397055102
2249,21637,3961853027.343750,-1.952126652190e+02,-1.952126652190e+02,-1.791130732703e+02,-2.191631045280e+02,-1.955914088832e+02,-1.946286199628e+02,-1.955670930276e+02,-1.946350632654e+02,9.842408390588e-01,-0.522324999451,9.841922577106e-01,-0.522185589392
2250,21638,3962036132.812500,1.171275991314e+02,3.904253304380e+01,1.154197325486e+02,5.191471937220e+01,1.171545444740e+02,3.865896348882e+01,1.171459765443e+02,3.866634629858e+01,9.841789960691e-01,-0.534113108387,9.841292328860e-01,-0.533973801497
2251,21639,3962219238.281250,1.171275991314e+02,3.904253304380e+01,1.153426777235e+02,5.202839218737e+01,1.171327379264e+02,3.862713508999e+01,1.171240372369e+02,3.863445800240e+01,9.841175411383e-01,-0.545900846874,9.840665991457e-01,-0.545761637642
2252,21640,3962402343.750000,-1.171275991314e+02,1.952126652190e+02,-1.399617319821e+02,1.866211373841e+02,-1.163160701839e+02,1.953615677862e+02,-1.163256118325e+02,1.953427623698e+02,9.840564730751e-01,-0.557688160998,9.840043554526e-01,-0.557549043886
2253,21641,3962585449.218750,-3.904253304380e+01,-1.171275991314e+02,-2.730860374664e+01,-1.235038407950e+02,-3.940254908053e+01,-1.168095834488e+02,-3.939140516774e+01,-1.168067343470e+02,9.839957905838e-01,-0.569474996688,9.839425006654e-01,-0.569335966131
2254,21642,3962768554.687500,1.952126652190e+02,-3.904253304380e+01,2.030502081954e+02,-1.877238887705e+01,1.947201411303e+02,-3.970898696806e+01,1.947131229177e+02,-3.969170107470e+01,9.839354922649e-01,-0.581261299716,9.838810335387e-01,-0.581122350125
2255,21643,3962951660.156250,-1.952126652190e+02,-2.732977313066e+02,-1.691021219236e+02,-2.995138201295e+02,-1.958995957999e+02,-2.719745794432e+02,-1.958679434996e+02,-2.719754140906e+02,9.838755766146e-01,-0.593047015707,9.838199527225e-01,-0.592908141466
2256,21644,3963134765.625000,-1.171275991314e+02,-1.952126652190e+02,-9.783728845770e+01,-2.117395894518e+02,-1.177008645163e+02,-1.944387426111e+02,-1.176793015235e+02,-1.944373538865e+02,9.838160420248e-01,-0.604832090141,9.837592567623e-01,-0.604693285610
2257,21645,3963317871.093750,1.171275991314e+02,1.952126652190e+02,9.761063183836e+01,2.120212898219e+02,1.177492118198e+02,1.945767340802e+02,1.177275120376e+02,1.945751026178e+02,9.837568867832e-01,-0.616616468358,9.836989440990e-01,-0.616477727875
2258,21646,3963500976.562500,3.904253304380e+01,-1.171275991314e+02,5.304818178187e+01,-1.150294284230e+02,3.860116108499e+01,-1.172277194143e+02,3.860809709205e+01,-1.172180664930e+02,9.836981090741e-01,-0.628400095567,9.836390130697e-01,-0.628261413446
2259,21647,3963684082.031250,1.171275991314e+02,1.952126652190e+02,9.715553808359e+01,2.125840246877e+02,1.178454595148e+02,1.948532131809e+02,1.178234839869e+02,1.948510995904e+02,9.836397069772e-01,-0.640182916848,9.835794619069e-01,-0.640044287381
2260,21648,3963867187.500000,3.904253304380e+01,1.171275991314e+02,2.627139987203e+01,1.240964538456e+02,3.947391825271e+01,1.171007115782e+02,3.946248741198e+01,1.170968642175e+02,9.835816784690e-01,-0.651964877159,9.835202887392e-01,-0.651826294614
2261,21649,3964050292.968750,-2.732977313066e+02,1.171275991314e+02,-2.927900241666e+02,8.758636999047e+01,-2.732211809301e+02,1.182418471482e+02,-2.732139111393e+02,1.182135109897e+02,9.835240214223e-01,-0.663745921338,9.834614915913e-01,-0.663607379966
2262,21650,3964233398.437500,2.732977313066e+02,-2.732977313066e+02,3.110484510167e+02,-2.468699687187e+02,2.722945799748e+02,-2.747477532295e+02,2.722991896601e+02,-2.747097610003e+02,9.834667336072e-01,-0.675525994115,9.834030683850e-01,-0.675387488145
2263,21651,3964416503.906250,1.171275991314e+02,-2.732977313066e+02,1.516703340813e+02,-2.650645969693e+02,1.156902639944e+02,-2.740415458099e+02,1.157042840606e+02,-2.740154388601e+02,9.834098126907e-01,-0.687305040110,9.833450169380e-01,-0.687166563752
2264,21652,3964599609.375000,-1.171275991314e+02,-3.904253304380e+01,-1.148540586263e+02,-5.363608127146e+01,-1.173729311111e+02,-3.829567849185e+01,-1.173624890301e+02,-3.830233841381e+01,9.833532562369e-01,-0.699083003845,9.832873349655e-01,-0.698944551289
2265,21653,3964782714.843750,2.732977313066e+02,-1.171275991314e+02,2.924766117673e+02,-8.710005317805e+01,2.723189443186e+02,-1.190708675686e+02,2.723105194530e+02,-1.190420497963e+02,9.832970617086e-01,-0.710859829745,9.832300200803e-01,-0.710721395164
2266,21654,3964965820.312500,-1.171275991314e+02,-1.952126652190e+02,-9.623186077843e+01,-2.128214914899e+02,-1.186333681736e+02,-1.940768933968e+02,-1.186105115956e+02,-1.940732818547e+02,9.832412264666e-01,-0.722635462146,9.831730697931e-01,-0.722497039695
2267,21655,3965148925.781250,1.952126652190e+02,1.171275991314e+02,1.848030674010e+02,1.428117059376e+02,1.959275365924e+02,1.155006395330e+02,1.959054488838e+02,1.155080621150e+02,9.831857477701e-01,-0.734409845296,9.831164815123e-01,-0.734271429115
2268,21656,3965332031.250000,-3.904253304380e+01,3.904253304380e+01,-4.454655604224e+01,3.499077482849e+01,-3.873247493479e+01,3.927283070228e+01,-3.873287320113e+01,3.926715322271e+01,9.831306227786e-01,-0.746182923369,9.830602525464e-01,-0.746044507581
2269,21657,3965515136.718750,2.732977313066e+02,3.904253304380e+01,2.734542472036e+02,7.378056688387e+01,2.732462813867e+02,3.733539932318e+01,2.732244458696e+02,3.735396157675e+01,9.830758485506e-01,-0.757954640463,9.830043801022e-01,-0.757816219174
2270,21658,3965698242.187500,-1.171275991314e+02,-1.171275991314e+02,-1.044212897424e+02,-1.340761669898e+02,-1.176162550640e+02,-1.163820012032e+02,-1.175989608241e+02,-1.163829057495e+02,9.830214220456e-01,-0.769724940608,9.829488612868e-01,-0.769586507912
