subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_plan_c_equalized_i,after_float_plan_c_equalized_q
50,19438,3559204101.562500,-1.171275991314e+02,-2.732977313066e+02,-1.119282882194e+02,-2.853527374538e+02,-1.193316659322e+02,-2.729615276674e+02
51,19439,3559387207.031250,1.952126652190e+02,3.904253304380e+01,1.999202396181e+02,4.650774049473e+01,1.960097575157e+02,3.763692129071e+01
52,19440,3559570312.500000,-3.904253304380e+01,-2.732977313066e+02,-3.143487005403e+01,-2.829478781490e+02,-4.123420118753e+01,-2.739886251325e+02
53,19441,3559753417.968750,-1.171275991314e+02,-2.732977313066e+02,-1.119123493828e+02,-2.855196773557e+02,-1.196021477467e+02,-2.735504848609e+02
54,19442,3559936523.437500,1.952126652190e+02,-2.732977313066e+02,2.101272344012e+02,-2.754543825243e+02,1.940335415891e+02,-2.761400399159e+02
55,19443,3560119628.906250,-3.904253304380e+01,-2.732977313066e+02,-3.126409456917e+01,-2.830444844393e+02,-4.136980492206e+01,-2.745638747906e+02
56,19444,3560302734.375000,2.732977313066e+02,-3.904253304380e+01,2.830176548659e+02,-3.106814638885e+01,2.747818052723e+02,-4.136497313294e+01
57,19445,3560485839.843750,-1.171275991314e+02,-1.171275991314e+02,-1.166953276185e+02,-1.247215216057e+02,-1.187038482697e+02,-1.171927805679e+02
58,19446,3560668945.312500,-3.904253304380e+01,3.904253304380e+01,-4.159300612972e+01,3.886385488553e+01,-3.906189975246e+01,3.959092855414e+01
59,19447,3560852050.781250,-1.952126652190e+02,1.171275991314e+02,-2.052778350380e+02,1.137048922706e+02,-1.959594424130e+02,1.191005747977e+02
60,19448,3561035156.250000,-1.171275991314e+02,-1.952126652190e+02,-1.135751163561e+02,-2.052962285995e+02,-1.189988301674e+02,-1.961180016850e+02
61,19449,3561218261.718750,-2.732977313066e+02,2.732977313066e+02,-2.912418257116e+02,2.715441485052e+02,-2.738732913296e+02,2.769344336884e+02
62,19450,3561401367.187500,-1.952126652190e+02,2.732977313066e+02,-2.107428478182e+02,2.742932459244e+02,-1.951136215575e+02,2.766057174486e+02
63,19451,3561584472.656250,-1.952126652190e+02,-1.952126652190e+02,-1.938822071586e+02,-2.078486048144e+02,-1.980003057282e+02,-1.955926421581e+02
64,19452,3561767578.125000,-3.904253304380e+01,1.952126652190e+02,-4.711750054241e+01,1.994091328771e+02,-3.810752702936e+01,1.970923984245e+02
65,19453,3561950683.593750,1.952126652190e+02,-3.904253304380e+01,2.021221228188e+02,-3.321558751148e+01,1.966379180147e+02,-4.080007767103e+01
66,19454,3562133789.062500,1.952126652190e+02,2.732977313066e+02,1.909811397496e+02,2.880132747487e+02,1.989203035942e+02,2.743253460805e+02
67,19455,3562316894.531250,1.171275991314e+02,-3.904253304380e+01,1.218740208547e+02,-3.593207148471e+01,1.180587071367e+02,-4.018054397709e+01
68,19456,3562500000.000000,-1.952126652190e+02,1.952126652190e+02,-2.079159266465e+02,1.937059977412e+02,-1.959058234070e+02,1.985187501973e+02
69,19457,3562683105.468750,-3.904253304380e+01,-1.171275991314e+02,-3.586633814003e+01,-1.219411110411e+02,-4.019446891513e+01,-1.181773515404e+02
70,19458,3562866210.937500,-2.732977313066e+02,-2.732977313066e+02,-2.710981455842e+02,-2.913621789312e+02,-2.782137531078e+02,-2.747240629934e+02
71,19459,3563049316.406250,-3.904253304380e+01,-1.171275991314e+02,-3.577537382861e+01,-1.220108558965e+02,-4.029323753998e+01,-1.183059707934e+02
72,19460,3563232421.875000,-2.732977313066e+02,-2.732977313066e+02,-2.706932140238e+02,-2.918433610804e+02,-2.781073424327e+02,-2.753665318670e+02
73,19461,3563415527.343750,2.732977313066e+02,1.952126652190e+02,2.735058121530e+02,2.117784964719e+02,2.776605639207e+02,1.966177536114e+02
74,19462,3563598632.812500,1.171275991314e+02,1.952126652190e+02,1.125693168758e+02,2.056948552883e+02,1.193297704394e+02,1.974381447556e+02
75,19463,3563781738.281250,-1.952126652190e+02,1.171275991314e+02,-2.058229132331e+02,1.123587937224e+02,-1.976763432129e+02,1.192574180048e+02
76,19464,3563964843.750000,1.171275991314e+02,3.904253304380e+01,1.188671420792e+02,4.522156096354e+01,1.188537184486e+02,3.949324612207e+01
77,19465,3564147949.218750,3.904253304380e+01,1.171275991314e+02,3.516705852849e+01,1.221889424881e+02,3.980482727868e+01,1.187525162960e+02
78,19466,3564331054.687500,-3.904253304380e+01,-1.171275991314e+02,-3.522682354924e+01,-1.221320740885e+02,-3.991919751493e+01,-1.186687966969e+02
79,19467,3564514160.156250,1.952126652190e+02,-1.952126652190e+02,2.088638200050e+02,-1.926482469013e+02,1.974504968555e+02,-1.985985774553e+02
80,19468,3564697265.625000,-3.904253304380e+01,1.171275991314e+02,-4.493399773021e+01,1.188223172178e+02,-3.927636355335e+01,1.189475877673e+02
81,19469,3564880371.093750,1.171275991314e+02,-3.904253304380e+01,1.219612992219e+02,-3.540579569749e+01,1.186659657091e+02,-4.018488393286e+01
82,19470,3565063476.562500,-2.732977313066e+02,-2.732977313066e+02,-2.699578755810e+02,-2.917831718017e+02,-2.787492229847e+02,-2.759573140493e+02
83,19471,3565246582.031250,1.171275991314e+02,-1.952126652190e+02,1.281902573875e+02,-1.959838190853e+02,1.178788643071e+02,-1.988455216609e+02
84,19472,3565429687.500000,1.952126652190e+02,1.952126652190e+02,1.929053109355e+02,2.084921823908e+02,1.993725521739e+02,1.971979851417e+02
85,19473,3565612792.968750,-1.952126652190e+02,-3.904253304380e+01,-1.991786630833e+02,-4.794022177046e+01,-1.986011376267e+02,-3.853462251617e+01
86,19474,3565795898.437500,1.952126652190e+02,-2.732977313066e+02,2.116846580459e+02,-2.732938475007e+02,1.969364034743e+02,-2.790482516569e+02
87,19475,3565979003.906250,-2.732977313066e+02,2.732977313066e+02,-2.920478721217e+02,2.702317836335e+02,-2.764423940176e+02,2.796510932614e+02
88,19476,3566162109.375000,-3.904253304380e+01,1.171275991314e+02,-4.479095837064e+01,1.188971749268e+02,-3.889578451482e+01,1.193678152413e+02
89,19477,3566345214.843750,-1.171275991314e+02,1.952126652190e+02,-1.280697548459e+02,1.960474182379e+02,-1.177695929290e+02,1.993476645364e+02
90,19478,3566528320.312500,3.904253304380e+01,1.952126652190e+02,3.249623957596e+01,2.020899037531e+02,4.110433932431e+01,1.981808318102e+02
91,19479,3566711425.781250,2.732977313066e+02,3.904253304380e+01,2.791593783429e+02,5.067525196577e+01,2.780514700172e+02,3.767400551098e+01
92,19480,3566894531.250000,2.732977313066e+02,-1.952126652190e+02,2.880448065159e+02,-1.898966140990e+02,2.762886278037e+02,-2.006265167518e+02
93,19481,3567077636.718750,-2.732977313066e+02,3.904253304380e+01,-2.819573780869e+02,2.975733711831e+01,-2.774270474165e+02,4.204652018687e+01
94,19482,3567260742.187500,-2.732977313066e+02,2.732977313066e+02,-2.904934312595e+02,2.705048868137e+02,-2.750733608436e+02,2.805701724025e+02
95,19483,3567443847.656250,-1.171275991314e+02,-1.171275991314e+02,-1.160730083249e+02,-1.243673066356e+02,-1.203897836281e+02,-1.178582505556e+02
96,19484,3567626953.125000,-1.952126652190e+02,3.904253304380e+01,-2.017140693020e+02,3.339036157629e+01,-1.981646207226e+02,4.202072213517e+01
97,19485,3567810058.593750,1.952126652190e+02,2.732977313066e+02,1.913454928010e+02,2.869998766938e+02,2.023159430433e+02,2.753551215720e+02
98,19486,3567993164.062500,-3.904253304380e+01,3.904253304380e+01,-4.132556543912e+01,3.883305409874e+01,-3.907663877440e+01,4.027586324606e+01
99,19487,3568176269.531250,1.171275991314e+02,1.952126652190e+02,1.138942731422e+02,2.042166531949e+02,1.219369600905e+02,1.969463020603e+02
100,19488,3568359375.000000,-1.171275991314e+02,-2.732977313066e+02,-1.111757623225e+02,-2.844727608270e+02,-1.228927713646e+02,-2.764682106817e+02
101,19489,3568542480.468750,3.904253304380e+01,-3.904253304380e+01,4.140813929997e+01,-3.876267455404e+01,3.918191174597e+01,-4.023980291044e+01
102,19490,3568725585.937500,-1.171275991314e+02,2.732977313066e+02,-1.297060881632e+02,2.765644740883e+02,-1.158748436992e+02,2.797238714292e+02
103,19491,3568908691.406250,-1.952126652190e+02,-1.171275991314e+02,-1.963203877769e+02,-1.271457613145e+02,-2.002457195124e+02,-1.169520202692e+02
104,19492,3569091796.875000,3.904253304380e+01,3.904253304380e+01,3.870497079270e+01,4.148016156424e+01,4.021979324509e+01,3.923916731883e+01
105,19493,3569274902.343750,-1.171275991314e+02,-3.904253304380e+01,-1.189054079290e+02,-4.425322551977e+01,-1.198706849342e+02,-3.851938189209e+01
106,19494,3569458007.812500,1.952126652190e+02,-2.732977313066e+02,2.101894227023e+02,-2.737929757690e+02,1.958221228104e+02,-2.808794781995e+02
107,19495,3569641113.281250,-3.904253304380e+01,1.171275991314e+02,-4.424896702411e+01,1.189360179413e+02,-3.837780344987e+01,1.198842521464e+02
108,19496,3569824218.750000,2.732977313066e+02,-1.952126652190e+02,2.876651548361e+02,-1.908979744317e+02,2.763391618078e+02,-2.023166145186e+02
109,19497,3570007324.218750,1.171275991314e+02,-2.732977313066e+02,1.299725387642e+02,-2.766657079820e+02,1.163070202069e+02,-2.801157663456e+02
110,19498,3570190429.687500,1.171275991314e+02,3.904253304380e+01,1.189180792213e+02,4.416046974055e+01,1.198556866814e+02,3.838181685625e+01
111,19499,3570373535.156250,-3.904253304380e+01,-1.171275991314e+02,-3.605960123829e+01,-1.215452175758e+02,-4.128064004835e+01,-1.188173388567e+02
112,19500,3570556640.625000,-1.952126652190e+02,-1.952126652190e+02,-1.936529979611e+02,-2.068227060393e+02,-2.014778458203e+02,-1.961898683568e+02
113,19501,3570739746.093750,-2.732977313066e+02,-1.952126652190e+02,-2.736926340110e+02,-2.092092777184e+02,-2.809398218755e+02,-1.949465197242e+02
114,19502,3570922851.562500,3.904253304380e+01,-1.952126652190e+02,4.639209539436e+01,-1.987404647671e+02,3.691029780401e+01,-1.992625745291e+02
115,19503,3571105957.031250,-3.904253304380e+01,-1.171275991314e+02,-3.606237476158e+01,-1.213174422930e+02,-4.139428288848e+01,-1.186752287670e+02
116,19504,3571289062.500000,3.904253304380e+01,-2.732977313066e+02,4.973258243058e+01,-2.787069717431e+02,3.653743453702e+01,-2.788064716403e+02
117,19505,3571472167.968750,-3.904253304380e+01,-1.952126652190e+02,-3.270633045113e+01,-2.015920779731e+02,-4.172393310679e+01,-1.984711475865e+02
118,19506,3571655273.437500,-1.171275991314e+02,1.171275991314e+02,-1.247306070231e+02,1.154944902273e+02,-1.184040339575e+02,1.202920030399e+02
119,19507,3571838378.906250,1.171275991314e+02,3.904253304380e+01,1.185328480658e+02,4.489392486241e+01,1.197029282306e+02,3.902553250282e+01
120,19508,3572021484.375000,1.171275991314e+02,1.171275991314e+02,1.151400955889e+02,1.252034514033e+02,1.199642123312e+02,1.189135745863e+02
121,19509,3572204589.843750,1.171275991314e+02,-2.732977313066e+02,1.315939945755e+02,-2.753482892178e+02,1.178109124793e+02,-2.792301786227e+02
122,19510,3572387695.312500,1.952126652190e+02,-1.171275991314e+02,2.049040126639e+02,-1.120449187016e+02,1.980332571265e+02,-1.205533858092e+02
123,19511,3572570800.781250,-1.171275991314e+02,-1.952126652190e+02,-1.121741297667e+02,-2.046969369029e+02,-1.207015652946e+02,-1.979424346993e+02
124,19512,3572753906.250000,-3.904253304380e+01,-1.952126652190e+02,-3.234081244932e+01,-2.014336720651e+02,-4.151398615570e+01,-1.984186501840e+02
125,19513,3572937011.718750,2.732977313066e+02,-3.904253304380e+01,2.812248706592e+02,-2.952597408643e+01,2.776818083054e+02,-4.232615729556e+01
126,19514,3573120117.187500,1.171275991314e+02,1.952126652190e+02,1.125354051363e+02,2.042244119141e+02,1.211341409013e+02,1.974072729320e+02
127,19515,3573303222.656250,3.904253304380e+01,2.732977313066e+02,2.976128899339e+01,2.812736684082e+02,4.254064098942e+01,2.778412459847e+02
128,19516,3573486328.125000,1.952126652190e+02,-1.171275991314e+02,2.042643030688e+02,-1.127169239605e+02,1.974764903757e+02,-1.213071709408e+02
129,19517,3573669433.593750,2.732977313066e+02,-1.952126652190e+02,2.871464371441e+02,-1.899271352844e+02,2.761737294219e+02,-2.017143743926e+02
130,19518,3573852539.062500,-3.904253304380e+01,1.171275991314e+02,-4.427865674100e+01,1.185949421447e+02,-3.844381720959e+01,1.197613786194e+02
131,19519,3574035644.531250,-3.904253304380e+01,3.904253304380e+01,-4.143379104769e+01,3.859535747188e+01,-3.951083647646e+01,4.018671076030e+01
132,19520,3574218750.000000,1.952126652190e+02,3.904253304380e+01,1.986158885592e+02,4.722231371815e+01,1.992793722400e+02,3.773389666546e+01
133,19521,3574401855.468750,1.952126652190e+02,2.732977313066e+02,1.897876797988e+02,2.873856892669e+02,2.016965439092e+02,2.764522854953e+02
134,19522,3574584960.937500,-1.171275991314e+02,2.732977313066e+02,-1.304327658646e+02,2.755754643878e+02,-1.168063922240e+02,2.796067074623e+02
135,19523,3574768066.406250,-3.904253304380e+01,3.904253304380e+01,-4.151352061504e+01,3.849172440810e+01,-3.935645684524e+01,4.015305364468e+01
136,19524,3574951171.875000,-3.904253304380e+01,1.171275991314e+02,-4.460103486162e+01,1.184649942266e+02,-3.877748760847e+01,1.196210883980e+02
137,19525,3575134277.343750,2.732977313066e+02,-2.732977313066e+02,2.905750828835e+02,-2.693155890616e+02,2.759402881624e+02,-2.806025263571e+02
138,19526,3575317382.812500,1.952126652190e+02,2.732977313066e+02,1.894901434791e+02,2.873291035708e+02,2.012642195200e+02,2.763785689403e+02
139,19527,3575500488.281250,-2.732977313066e+02,2.732977313066e+02,-2.900406132455e+02,2.695971254043e+02,-2.753812061011e+02,2.809115908893e+02
140,19528,3575683593.750000,-2.732977313066e+02,1.952126652190e+02,-2.869110467557e+02,1.898074079623e+02,-2.760007776220e+02,2.016489348434e+02
141,19529,3575866699.218750,2.732977313066e+02,3.904253304380e+01,2.782897902977e+02,4.977009953813e+01,2.784543405953e+02,3.660978238188e+01
142,19530,3576049804.687500,-2.732977313066e+02,-1.952126652190e+02,-2.726596268675e+02,-2.094941742982e+02,-2.802574348967e+02,-1.953720497252e+02
143,19531,3576232910.156250,1.171275991314e+02,1.171275991314e+02,1.154888504390e+02,1.241450986338e+02,1.202999240135e+02,1.178272330290e+02
144,19532,3576416015.625000,-2.732977313066e+02,-3.904253304380e+01,-2.780241666968e+02,-5.037009160547e+01,-2.782177482143e+02,-3.716968380772e+01
145,19533,3576599121.093750,-2.732977313066e+02,-1.171275991314e+02,-2.748378384396e+02,-1.305470901462e+02,-2.787100247303e+02,-1.168519201997e+02
146,19534,3576782226.562500,2.732977313066e+02,1.171275991314e+02,2.746338090980e+02,1.308622149584e+02,2.784884155037e+02,1.172662451924e+02
147,19535,3576965332.031250,2.732977313066e+02,-2.732977313066e+02,2.908002807181e+02,-2.678810758914e+02,2.762164526078e+02,-2.792292975207e+02
148,19536,3577148437.500000,2.732977313066e+02,1.952126652190e+02,2.710566495667e+02,2.109794590057e+02,2.785199614323e+02,1.968454530665e+02
149,19537,3577331542.968750,3.904253304380e+01,1.171275991314e+02,3.496950559607e+01,1.212953536439e+02,4.023949872075e+01,1.188157630246e+02
150,19538,3577514648.437500,2.732977313066e+02,1.952126652190e+02,2.709542938655e+02,2.108176906558e+02,2.784780939606e+02,1.967727100228e+02
151,19539,3577697753.906250,-1.171275991314e+02,2.732977313066e+02,-1.310069374046e+02,2.741636989779e+02,-1.174350482370e+02,2.780639818082e+02
152,19540,3577880859.375000,-3.904253304380e+01,-1.952126652190e+02,-3.172407193090e+01,-2.008992918050e+02,-4.067586352957e+01,-1.979015111018e+02
153,19541,3578063964.843750,1.952126652190e+02,-1.952126652190e+02,2.074361854886e+02,-1.910770133314e+02,1.970577096001e+02,-1.991195111599e+02
154,19542,3578247070.312500,2.732977313066e+02,2.732977313066e+02,2.673244774984e+02,2.907295940446e+02,2.784847147275e+02,2.762786278596e+02
155,19543,3578430175.781250,-1.952126652190e+02,-1.952126652190e+02,-1.908148433570e+02,-2.078917370070e+02,-1.987635082116e+02,-1.974739687633e+02
156,19544,3578613281.250000,1.952126652190e+02,-3.904253304380e+01,2.011449963411e+02,-3.116226281226e+01,1.980322553524e+02,-4.011262805728e+01
157,19545,3578796386.718750,-3.904253304380e+01,1.952126652190e+02,-4.878754392528e+01,1.976697989999e+02,-3.937540857806e+01,1.982012416520e+02
158,19546,3578979492.187500,3.904253304380e+01,1.952126652190e+02,3.082199240966e+01,2.013125998206e+02,3.973403591559e+01,1.982691557227e+02
159,19547,3579162597.656250,1.171275991314e+02,1.952126652190e+02,1.107754149634e+02,2.047600441090e+02,1.192198419995e+02,1.979491102602e+02
160,19548,3579345703.125000,-1.171275991314e+02,2.732977313066e+02,-1.317069421309e+02,2.739037748115e+02,-1.181510971884e+02,2.775457793748e+02
161,19549,3579528808.593750,-2.732977313066e+02,1.952126652190e+02,-2.873736973990e+02,1.875075774438e+02,-2.764501965646e+02,1.989667706370e+02
162,19550,3579711914.062500,1.171275991314e+02,-1.952126652190e+02,1.276695075748e+02,-1.942900314559e+02,1.177439529236e+02,-1.984715294468e+02
163,19551,3579895019.531250,-2.732977313066e+02,1.952126652190e+02,-2.866612766340e+02,1.880183869990e+02,-2.756954705572e+02,1.992405110718e+02
164,19552,3580078125.000000,-1.952126652190e+02,1.171275991314e+02,-2.037955259940e+02,1.116046529044e+02,-1.969376666387e+02,1.198506018196e+02
165,19553,3580261230.468750,-1.952126652190e+02,3.904253304380e+01,-2.007624244356e+02,3.182462019768e+01,-1.975734661285e+02,4.056151445396e+01
166,19554,3580444335.937500,-1.171275991314e+02,3.904253304380e+01,-1.211743581459e+02,3.494631965110e+01,-1.184850949901e+02,4.008115071164e+01
167,19555,3580627441.406250,-2.732977313066e+02,-3.904253304380e+01,-2.773661030372e+02,-5.152081211739e+01,-2.771290681158e+02,-3.854086022624e+01
168,19556,3580810546.875000,2.732977313066e+02,-1.952126652190e+02,2.876229708668e+02,-1.874982077484e+02,2.765340215543e+02,-1.987806689113e+02
169,19557,3580993652.343750,2.732977313066e+02,2.732977313066e+02,2.671290168217e+02,2.913457645941e+02,2.778919920913e+02,2.767028826971e+02
170,19558,3581176757.812500,1.171275991314e+02,-3.904253304380e+01,1.213730768509e+02,-3.469632321306e+01,1.187159081059e+02,-3.982214378438e+01
171,19559,3581359863.281250,1.171275991314e+02,1.171275991314e+02,1.144360021135e+02,1.247911193761e+02,1.189817364374e+02,1.185359487539e+02
172,19560,3581542968.750000,1.171275991314e+02,1.952126652190e+02,1.109659742213e+02,2.044739798693e+02,1.190712545772e+02,1.975784097183e+02
173,19561,3581726074.218750,1.171275991314e+02,-3.904253304380e+01,1.212720890324e+02,-3.468822805381e+01,1.185370099086e+02,-3.977283499343e+01
174,19562,3581909179.687500,1.171275991314e+02,1.952126652190e+02,1.109293120253e+02,2.043549607091e+02,1.190747114896e+02,1.974097446257e+02
175,19563,3582092285.156250,2.732977313066e+02,-1.952126652190e+02,2.873609397788e+02,-1.872521858606e+02,2.762637334623e+02,-1.982158799584e+02
176,19564,3582275390.625000,1.952126652190e+02,3.904253304380e+01,1.974989632185e+02,4.821543194245e+01,1.977871435717e+02,3.903110382995e+01
177,19565,3582458496.093750,-1.952126652190e+02,-1.952126652190e+02,-1.909304983474e+02,-2.074198441916e+02,-1.982922752361e+02,-1.969800880931e+02
178,19566,3582641601.562500,2.732977313066e+02,1.952126652190e+02,2.707363560971e+02,2.105277003361e+02,2.774287150452e+02,1.964479595660e+02
179,19567,3582824707.031250,1.952126652190e+02,-3.904253304380e+01,2.007697778923e+02,-3.186184301319e+01,1.973334481022e+02,-4.044417175386e+01
180,19568,3583007812.500000,-1.952126652190e+02,-2.732977313066e+02,-1.881805937991e+02,-2.867017243764e+02,-1.989096589646e+02,-2.754783682100e+02
181,19569,3583190917.968750,-1.171275991314e+02,2.732977313066e+02,-1.308907366000e+02,2.740337992415e+02,-1.174187239630e+02,2.770527565478e+02
182,19570,3583374023.437500,2.732977313066e+02,-1.171275991314e+02,2.839831585285e+02,-1.078273056599e+02,2.763034579416e+02,-1.192454119188e+02
183,19571,3583557128.906250,-3.904253304380e+01,3.904253304380e+01,-4.158619902833e+01,3.813156957521e+01,-3.936359271211e+01,3.954221289738e+01
184,19572,3583740234.375000,-2.732977313066e+02,1.952126652190e+02,-2.879637184621e+02,1.868764206298e+02,-2.766979371633e+02,1.976140820045e+02
185,19573,3583923339.843750,3.904253304380e+01,-1.952126652190e+02,4.903286871048e+01,-1.975394748141e+02,3.987606524331e+01,-1.975865966845e+02
186,19574,3584106445.312500,-2.732977313066e+02,-1.952126652190e+02,-2.698329672022e+02,-2.122376745448e+02,-2.762770530546e+02,-1.980105921272e+02
187,19575,3584289550.781250,-2.732977313066e+02,-1.171275991314e+02,-2.734205110717e+02,-1.323354975554e+02,-2.763147815820e+02,-1.189356051361e+02
188,19576,3584472656.250000,2.732977313066e+02,3.904253304380e+01,2.769460205623e+02,5.251805127095e+01,2.762245552334e+02,3.978728353730e+01
189,19577,3584655761.718750,2.732977313066e+02,1.171275991314e+02,2.732170142027e+02,1.319919120464e+02,2.759330315363e+02,1.186156899641e+02
190,19578,3584838867.187500,1.952126652190e+02,-2.732977313066e+02,2.113811771201e+02,-2.695497396268e+02,1.972892445829e+02,-2.757233252775e+02
191,19579,3585021972.656250,-1.952126652190e+02,1.171275991314e+02,-2.041068613351e+02,1.104618356431e+02,-1.970465689394e+02,1.182220557811e+02
192,19580,3585205078.125000,1.952126652190e+02,3.904253304380e+01,1.971024844129e+02,4.842213393152e+01,1.969765156491e+02,3.929312102401e+01
193,19581,3585388183.593750,3.904253304380e+01,-3.904253304380e+01,4.146817148463e+01,-3.807393036311e+01,3.939589076277e+01,-3.944398239353e+01
194,19582,3585571289.062500,1.171275991314e+02,-3.904253304380e+01,1.209892283504e+02,-3.478590641613e+01,1.180645804585e+02,-3.968799456259e+01
195,19583,3585754394.531250,-3.904253304380e+01,-3.904253304380e+01,-3.815046323238e+01,-4.140881347430e+01,-3.950309358915e+01,-3.927406314015e+01
196,19584,3585937500.000000,-1.952126652190e+02,2.732977313066e+02,-2.100857952066e+02,2.705112536653e+02,-1.959996591034e+02,2.764321118647e+02
197,19585,3586120605.468750,-1.952126652190e+02,-1.952126652190e+02,-1.908748941334e+02,-2.070052997454e+02,-1.975147320358e+02,-1.963209121395e+02
198,19586,3586303710.937500,-1.171275991314e+02,1.171275991314e+02,-1.243494447590e+02,1.144028961489e+02,-1.179456938731e+02,1.184283458848e+02
199,19587,3586486816.406250,-1.952126652190e+02,1.171275991314e+02,-2.040876799718e+02,1.108756985377e+02,-1.969125253482e+02,1.182817072718e+02
200,19588,3586669921.875000,1.171275991314e+02,1.171275991314e+02,1.141582638559e+02,1.246416213504e+02,1.181351214006e+02,1.182493821341e+02
201,19589,3586853027.343750,1.952126652190e+02,1.952126652190e+02,1.900594535256e+02,2.079792209552e+02,1.966536498160e+02,1.973326632351e+02
202,19590,3587036132.812500,3.904253304380e+01,3.904253304380e+01,3.798352136646e+01,4.162101750577e+01,3.931869412786e+01,3.957955130918e+01
203,19591,3587219238.281250,-1.952126652190e+02,-1.171275991314e+02,-1.935754279092e+02,-1.281974525622e+02,-1.967121896788e+02,-1.183626134412e+02
204,19592,3587402343.750000,-1.952126652190e+02,-1.171275991314e+02,-1.935953141547e+02,-1.278944762290e+02,-1.965472375476e+02,-1.180471170275e+02
205,19593,3587585449.218750,1.171275991314e+02,-2.732977313066e+02,1.309512564563e+02,-2.730764485256e+02,1.176349781441e+02,-2.752422040855e+02
206,19594,3587768554.687500,3.904253304380e+01,3.904253304380e+01,3.807330598765e+01,4.134054781383e+01,3.940287340523e+01,3.922880289663e+01
207,19595,3587951660.156250,3.904253304380e+01,-1.171275991314e+02,4.444539759893e+01,-1.174613904264e+02,3.887430494464e+01,-1.178221628942e+02
208,19596,3588134765.625000,2.732977313066e+02,2.732977313066e+02,2.666310162098e+02,2.889419682525e+02,2.753987731310e+02,2.739652064407e+02
209,19597,3588317871.093750,-2.732977313066e+02,-3.904253304380e+01,-2.762359836613e+02,-5.102340113960e+01,-2.746905071998e+02,-3.870449120752e+01
210,19598,3588500976.562500,2.732977313066e+02,1.952126652190e+02,2.697050478476e+02,2.100204590967e+02,2.749785157604e+02,1.960166712839e+02
211,19599,3588684082.031250,-1.171275991314e+02,3.904253304380e+01,-1.208071315422e+02,3.470761589385e+01,-1.177964068550e+02,3.937042090526e+01
212,19600,3588867187.500000,2.732977313066e+02,-2.732977313066e+02,2.899117089788e+02,-2.662043440184e+02,2.748332834471e+02,-2.747864019974e+02
213,19601,3589050292.968750,-1.171275991314e+02,1.171275991314e+02,-1.243109362578e+02,1.140660703187e+02,-1.179306115490e+02,1.176985540521e+02
214,19602,3589233398.437500,1.952126652190e+02,1.171275991314e+02,1.935674166566e+02,1.276519245721e+02,1.963279728670e+02,1.178613006844e+02
215,19603,3589416503.906250,-1.171275991314e+02,1.171275991314e+02,-1.242214424749e+02,1.141519388147e+02,-1.176757387027e+02,1.177779707069e+02
216,19604,3589599609.375000,-3.904253304380e+01,-3.904253304380e+01,-3.806494894882e+01,-4.139222447476e+01,-3.924571587795e+01,-3.918726531354e+01
217,19605,3589782714.843750,-1.952126652190e+02,3.904253304380e+01,-2.002903812060e+02,3.148314432080e+01,-1.961892552730e+02,3.933297334426e+01
218,19606,3589965820.312500,-2.732977313066e+02,2.732977313066e+02,-2.895365457570e+02,2.666547577225e+02,-2.744497243574e+02,2.749829301867e+02
219,19607,3590148925.781250,-1.952126652190e+02,-3.904253304380e+01,-1.969388262023e+02,-4.790043083853e+01,-1.961375287251e+02,-3.898520702605e+01
220,19608,3590332031.250000,-1.952126652190e+02,3.904253304380e+01,-2.001413531979e+02,3.148132978546e+01,-1.959487346841e+02,3.939223192231e+01
221,19609,3590515136.718750,3.904253304380e+01,-1.171275991314e+02,4.463459244877e+01,-1.174014950214e+02,3.916212837454e+01,-1.175325893919e+02
222,19610,3590698242.187500,-2.732977313066e+02,2.732977313066e+02,-2.892755644357e+02,2.660802474237e+02,-2.741533948787e+02,2.742074088040e+02
223,19611,3590881347.656250,-1.171275991314e+02,2.732977313066e+02,-1.306015870976e+02,2.725783014937e+02,-1.175224739141e+02,2.739846631039e+02
224,19612,3591064453.125000,-1.171275991314e+02,-1.171275991314e+02,-1.139116340573e+02,-1.239387014446e+02,-1.172814827260e+02,-1.175025401449e+02
225,19613,3591247558.593750,1.952126652190e+02,-1.171275991314e+02,2.032412069675e+02,-1.105123755311e+02,1.957883701843e+02,-1.172422041321e+02
226,19614,3591430664.062500,-1.952126652190e+02,2.732977313066e+02,-2.100253577665e+02,2.690046077370e+02,-1.959072213541e+02,2.736448784825e+02
227,19615,3591613769.531250,-2.732977313066e+02,2.732977313066e+02,-2.893547005559e+02,2.655361595253e+02,-2.741703825173e+02,2.734800348567e+02
228,19616,3591796875.000000,1.171275991314e+02,3.904253304380e+01,1.171871367415e+02,4.476694934764e+01,1.172154588229e+02,3.928321461622e+01
229,19617,3591979980.468750,-1.952126652190e+02,-1.952126652190e+02,-1.895459552930e+02,-2.067601240434e+02,-1.951214745322e+02,-1.959202115413e+02
230,19618,3592163085.937500,-1.171275991314e+02,2.732977313066e+02,-1.308954428786e+02,2.722218582730e+02,-1.177788680046e+02,2.734554742863e+02
231,19619,3592346191.406250,-1.952126652190e+02,-1.952126652190e+02,-1.895358594720e+02,-2.066500029880e+02,-1.951124728786e+02,-1.957797927772e+02
232,19620,3592529296.875000,1.171275991314e+02,3.904253304380e+01,1.171315208550e+02,4.472899220486e+01,1.171227022477e+02,3.917564793414e+01
