subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_plan_c_equalized_i,after_float_plan_c_equalized_q
2861,22249,4073913574.218750,2.732977313066e+02,2.732977313066e+02,2.471663456633e+02,3.121175565063e+02,2.742849832410e+02,2.595758243350e+02
2862,22250,4074096679.687500,2.732977313066e+02,-2.732977313066e+02,3.119190967436e+02,-2.474633861741e+02,2.596532213578e+02,-2.740320161260e+02
2863,22251,4074279785.156250,-1.952126652190e+02,2.732977313066e+02,-2.317048321811e+02,2.568750259313e+02,-1.830134926313e+02,2.725014887417e+02
2864,22252,4074462890.625000,3.904253304380e+01,1.171275991314e+02,2.639579676620e+01,1.243797515014e+02,4.121228277108e+01,1.135684293392e+02
2865,22253,4074645996.093750,1.952126652190e+02,2.732977313066e+02,1.684230922541e+02,3.020500902646e+02,1.986606283386e+02,2.613240348539e+02
2866,22254,4074829101.562500,3.904253304380e+01,-3.904253304380e+01,4.438546191506e+01,-3.551641604849e+01,3.681732339660e+01,-3.937507414847e+01
2867,22255,4075012207.031250,2.732977313066e+02,-2.732977313066e+02,3.104192549726e+02,-2.488474651885e+02,2.593004089787e+02,-2.750521589886e+02
2868,22256,4075195312.500000,1.171275991314e+02,-2.732977313066e+02,1.508492328858e+02,-2.660890250226e+02,1.065156655876e+02,-2.701780439244e+02
2869,22257,4075378417.968750,-1.952126652190e+02,2.732977313066e+02,-2.308406927822e+02,2.567637367446e+02,-1.834059372027e+02,2.722013429692e+02
2870,22258,4075561523.437500,1.171275991314e+02,1.952126652190e+02,9.690458043624e+01,2.128700443754e+02,1.193474802202e+02,1.876920224720e+02
2871,22259,4075744628.906250,1.171275991314e+02,-2.732977313066e+02,1.515069156642e+02,-2.650370070138e+02,1.078032196437e+02,-2.690896893466e+02
2872,22260,4075927734.375000,-1.952126652190e+02,1.952126652190e+02,-2.220683787622e+02,1.758586935464e+02,-1.863814067102e+02,1.946145016137e+02
2873,22261,4076110839.843750,-3.904253304380e+01,3.904253304380e+01,-4.440883748736e+01,3.518291338346e+01,-3.731321912601e+01,3.904618538352e+01
2874,22262,4076293945.312500,1.171275991314e+02,1.171275991314e+02,1.057518730872e+02,1.331762932091e+02,1.169485137647e+02,1.115356177467e+02
2875,22263,4076477050.781250,-3.904253304380e+01,-3.904253304380e+01,-3.531834193969e+01,-4.437526200313e+01,-3.946287345752e+01,-3.703729385294e+01
2876,22264,4076660156.250000,-1.952126652190e+02,-3.904253304380e+01,-1.948748584595e+02,-6.230285878523e+01,-1.918158896862e+02,-3.359169664204e+01
2877,22265,4076843261.718750,-3.904253304380e+01,-3.904253304380e+01,-3.545379636886e+01,-4.434130244710e+01,-3.929760636802e+01,-3.746118483465e+01
2878,22266,4077026367.187500,-2.732977313066e+02,-2.732977313066e+02,-2.485723521256e+02,-3.102403841732e+02,-2.740343453329e+02,-2.606587499752e+02
2879,22267,4077209472.656250,3.904253304380e+01,2.732977313066e+02,9.178426272544e+00,2.835979500580e+02,4.501463292351e+01,2.663427482650e+02
2880,22268,4077392578.125000,2.732977313066e+02,-1.171275991314e+02,2.921228799486e+02,-8.899423772251e+01,2.640760435859e+02,-1.210820115626e+02
2881,22269,4077575683.593750,-2.732977313066e+02,1.952126652190e+02,-3.005764248366e+02,1.686981764644e+02,-2.620783853619e+02,1.973992464533e+02
2882,22270,4077758789.062500,-3.904253304380e+01,1.952126652190e+02,-6.147082017512e+01,1.946840015615e+02,-3.329271880992e+01,1.918821522878e+02
2883,22271,4077941894.531250,1.171275991314e+02,3.904253304380e+01,1.150109762169e+02,5.272255707758e+01,1.155796249503e+02,3.491831488663e+01
2884,22272,4078125000.000000,-3.904253304380e+01,1.952126652190e+02,-6.131412276536e+01,1.945750494001e+02,-3.336896517429e+01,1.916648035893e+02
2885,22273,4078308105.468750,3.904253304380e+01,-3.904253304380e+01,4.409477005351e+01,-3.548707161954e+01,3.736260900582e+01,-3.930542676354e+01
2886,22274,4078491210.937500,-1.952126652190e+02,-2.732977313066e+02,-1.689254244720e+02,-3.001381554428e+02,-1.975076726392e+02,-2.622882910208e+02
2887,22275,4078674316.406250,1.952126652190e+02,1.952126652190e+02,1.776162000015e+02,2.205811321644e+02,1.957278815925e+02,1.863442461235e+02
2888,22276,4078857421.875000,-2.732977313066e+02,1.952126652190e+02,-3.003030214000e+02,1.691210269508e+02,-2.628571382095e+02,1.977415162789e+02
2889,22277,4079040527.343750,-1.952126652190e+02,2.732977313066e+02,-2.292139023930e+02,2.574591259666e+02,-1.850363692697e+02,2.722567853652e+02
2890,22278,4079223632.812500,1.171275991314e+02,-3.904253304380e+01,1.237460167321e+02,-2.701193533868e+01,1.138431874832e+02,-4.096351357042e+01
2891,22279,4079406738.281250,-1.171275991314e+02,-3.904253304380e+01,-1.151694264110e+02,-5.257495776849e+01,-1.151298292283e+02,-3.541222536181e+01
2892,22280,4079589843.750000,-1.171275991314e+02,-1.171275991314e+02,-1.066546883716e+02,-1.320951692020e+02,-1.172396150960e+02,-1.116367812655e+02
2893,22281,4079772949.218750,1.171275991314e+02,2.732977313066e+02,8.975247679252e+01,2.910985759836e+02,1.207885059766e+02,2.646366634432e+02
2894,22282,4079956054.687500,1.171275991314e+02,1.952126652190e+02,9.822885827832e+01,2.114188779023e+02,1.190640591014e+02,1.882811930226e+02
2895,22283,4080139160.156250,3.904253304380e+01,3.904253304380e+01,3.554375222828e+01,4.396766339970e+01,3.869305785773e+01,3.748054980178e+01
2896,22284,4080322265.625000,1.171275991314e+02,1.952126652190e+02,9.817047891009e+01,2.114494998050e+02,1.186696003848e+02,1.884126195953e+02
2897,22285,4080505371.093750,1.171275991314e+02,-1.952126652190e+02,1.404235292777e+02,-1.861106312038e+02,1.106380225868e+02,-1.936292248768e+02
2898,22286,4080688476.562500,2.732977313066e+02,3.904253304380e+01,2.740924704721e+02,6.942401545351e+01,2.681285732227e+02,3.247240899104e+01
2899,22287,4080871582.031250,3.904253304380e+01,3.904253304380e+01,3.551729490060e+01,4.400936239670e+01,3.898366006389e+01,3.725875196321e+01
2900,22288,4081054687.500000,3.904253304380e+01,-1.952126652190e+02,6.098560363667e+01,-1.945891807205e+02,3.438096385457e+01,-1.922747179645e+02
2901,22289,4081237792.968750,3.904253304380e+01,2.732977313066e+02,1.025888031129e+01,2.826277425633e+02,4.364868655193e+01,2.670798110434e+02
2902,22290,4081420898.437500,1.171275991314e+02,-3.904253304380e+01,1.235273378879e+02,-2.721306330104e+01,1.139967170423e+02,-4.070735482864e+01
2903,22291,4081604003.906250,-1.952126652190e+02,-1.171275991314e+02,-1.864457410200e+02,-1.401643595914e+02,-1.939373139364e+02,-1.110333729812e+02
2904,22292,4081787109.375000,1.171275991314e+02,-1.171275991314e+02,1.317784296993e+02,-1.069756278720e+02,1.124277255877e+02,-1.168590301843e+02
2905,22293,4081970214.843750,-3.904253304380e+01,1.952126652190e+02,-6.033014524670e+01,1.948873774343e+02,-3.414522864217e+01,1.922106502847e+02
2906,22294,4082153320.312500,-1.952126652190e+02,-1.952126652190e+02,-1.784829274178e+02,-2.193780644507e+02,-1.954526062030e+02,-1.875063688281e+02
2907,22295,4082336425.781250,-1.952126652190e+02,-1.952126652190e+02,-1.784746225476e+02,-2.192230601439e+02,-1.956142967347e+02,-1.874508378496e+02
2908,22296,4082519531.250000,-2.732977313066e+02,1.952126652190e+02,-2.985749481935e+02,1.703458665199e+02,-2.640090110040e+02,1.970752050332e+02
2909,22297,4082702636.718750,-1.952126652190e+02,-1.171275991314e+02,-1.865488418257e+02,-1.394389555496e+02,-1.935726794343e+02,-1.107865091043e+02
2910,22298,4082885742.187500,-2.732977313066e+02,-1.952126652190e+02,-2.578907058577e+02,-2.268200168930e+02,-2.718551220407e+02,-1.855640489655e+02
2911,22299,4083068847.656250,3.904253304380e+01,2.732977313066e+02,1.163169737855e+01,2.820048778348e+02,4.380035180062e+01,2.670339939217e+02
2912,22300,4083251953.125000,1.952126652190e+02,-2.732977313066e+02,2.264967657401e+02,-2.581210156384e+02,1.857427078264e+02,-2.719575973361e+02
2913,22301,4083435058.593750,1.952126652190e+02,-3.904253304380e+01,2.025980611879e+02,-1.993877685810e+01,1.908221032421e+02,-4.227537209723e+01
2914,22302,4083618164.062500,3.904253304380e+01,-3.904253304380e+01,4.366631382040e+01,-3.580443960725e+01,3.740029131151e+01,-3.919343326710e+01
2915,22303,4083801269.531250,-1.171275991314e+02,3.904253304380e+01,-1.231320936739e+02,2.803065446897e+01,-1.144545057488e+02,4.104370628280e+01
2916,22304,4083984375.000000,-1.171275991314e+02,-1.171275991314e+02,-1.076187342409e+02,-1.308812186228e+02,-1.174872995607e+02,-1.121268382600e+02
2917,22305,4084167480.468750,-1.952126652190e+02,2.732977313066e+02,-2.258912551313e+02,2.588243009185e+02,-1.854643004972e+02,2.723296108057e+02
2918,22306,4084350585.937500,-3.904253304380e+01,1.171275991314e+02,-5.139846721088e+01,1.153391368857e+02,-3.592269291629e+01,1.157771356094e+02
2919,22307,4084533691.406250,-1.952126652190e+02,-3.904253304380e+01,-1.947930732117e+02,-5.919331400749e+01,-1.924457796657e+02,-3.417438485684e+01
2920,22308,4084716796.875000,-3.904253304380e+01,2.732977313066e+02,-6.701079801855e+01,2.742281433634e+02,-3.290523812896e+01,2.688486883278e+02
2921,22309,4084899902.343750,1.952126652190e+02,-2.732977313066e+02,2.259554509062e+02,-2.585790325398e+02,1.864427454113e+02,-2.722056901282e+02
2922,22310,4085083007.812500,3.904253304380e+01,1.952126652190e+02,2.029255037802e+01,2.025509266856e+02,4.227663310431e+01,1.913041256671e+02
2923,22311,4085266113.281250,-1.171275991314e+02,-1.952126652190e+02,-1.000040197736e+02,-2.102948307009e+02,-1.191700144237e+02,-1.896453813929e+02
2924,22312,4085449218.750000,-2.732977313066e+02,-2.732977313066e+02,-2.516968887747e+02,-3.050350441437e+02,-2.746472791651e+02,-2.631708975374e+02
2925,22313,4085632324.218750,-1.952126652190e+02,3.904253304380e+01,-2.026882551290e+02,2.092973409515e+01,-1.917094562522e+02,4.260658986028e+01
2926,22314,4085815429.687500,-1.952126652190e+02,-1.952126652190e+02,-1.803439391878e+02,-2.176600174445e+02,-1.965050277643e+02,-1.880455851270e+02
2927,22315,4085998535.156250,-3.904253304380e+01,-1.952126652190e+02,-2.135509251989e+01,-2.027786942804e+02,-4.284737891670e+01,-1.914699873156e+02
2928,22316,4086181640.625000,1.952126652190e+02,-1.952126652190e+02,2.176794758239e+02,-1.804354593653e+02,1.884425913143e+02,-1.964353104203e+02
2929,22317,4086364746.093750,-1.952126652190e+02,2.732977313066e+02,-2.253261947940e+02,2.598539914095e+02,-1.868622748189e+02,2.730923073992e+02
2930,22318,4086547851.562500,3.904253304380e+01,1.952126652190e+02,2.085219712323e+01,2.027871249977e+02,4.200080303530e+01,1.918850512684e+02
2931,22319,4086730957.031250,-1.171275991314e+02,-3.904253304380e+01,-1.155585438494e+02,-5.125947643166e+01,-1.160431243967e+02,-3.635985053805e+01
